Income,Expenditure,Age,Family_Size
1146.3,1023.9,15,4
1144.6,1022.8,19,4
1141,1020.7,15,4
1139.3,1019.7,18,4
1138.4,1019.1,21,3
1137.5,1018.6,17,3
1134,1016.5,23,4
1133.1,1015.9,23,4
1131.3,1014.9,16,3
1128.7,1013.3,20,4
1127.8,1012.8,19,4
1126.9,1012.2,23,3
1126,1011.7,18,3
1125.1,1011.2,16,3
1124.2,1010.7,22,4
1123.3,1010.1,19,4
1122.5,1009.6,18,3
1121.6,1009.1,21,6
1120.7,1008.5,19,6
1119.8,1008,18,6
1118.9,1007.5,17,6
1118,1006.9,16,4
1113.6,1004.3,22,4
1112.7,1003.8,19,4
1111,1002.7,20,5
1110.1,1002.2,17,5
1109.2,1001.7,15,5
1104.8,999,20,4
1103.9,998.5,16,4
1103,997.9,18,6
1095.1,993.2,20,3
1094.2,992.7,18,4
1093.3,992.1,15,4
1092.4,991.6,19,5
1091.5,991.1,23,5
1090.7,990.5,23,5
1089.8,990,18,7
1088.9,989.5,17,10
1088,988.9,15,10
1081.8,985.2,17,3
1079.2,983.7,21,5
1078.3,983.1,20,7
1077.4,982.6,17,7
1076.5,982.1,15,7
1074.8,981,17,5
1073.9,980.5,15,5
1072.1,979.4,23,4
1071.2,978.9,17,4
1069.5,977.8,23,4
1068.6,977.3,19,4
1067.7,976.8,23,1
1065.9,975.7,16,3
1065,975.2,23,3
1064.2,974.7,20,3
1062.4,973.6,23,4
1061.5,973.1,16,2
1058.9,971.5,17,4
1058,970.9,15,4
1053.6,968.3,18,4
1052.7,967.8,16,4
1051.8,967.2,19,5
1047.4,964.6,21,3
1046.5,964.1,18,2
1045.6,963.5,16,3
1044.7,963,15,3
1043.8,962.5,21,1
1043,961.9,20,1
1042.1,961.4,23,2
1041.2,960.9,20,1
1040.3,960.4,23,1
1039.4,959.8,15,5
1036.8,958.2,23,1
1035.9,957.7,22,4
1034.1,956.7,20,4
1032.4,955.6,15,3
1030.6,954.5,17,3
1029.7,954,20,1
1028.8,953.5,16,4
1024.4,950.8,17,4
1021.8,949.2,17,2
1020.9,948.7,17,1
1019.1,947.7,20,4
1014.7,945,22,2
1012.9,943.9,20,4
1009.4,941.8,15,4
1008.5,941.3,16,4
1005.9,939.7,17,5
1003.2,938.1,23,2
999.7,936,21,3
998.8,935.5,18,1
997.9,934.9,23,1
997,934.4,22,1
993.5,932.3,20,6
992.6,931.8,19,6
991.7,931.2,17,4
990.8,930.7,18,4
990,930.2,16,3
989.1,929.6,15,3
982.9,925.9,22,3
982,925.4,17,3
981.1,924.9,16,3
980.2,924.4,15,3
979.4,923.8,17,4
978.5,923.3,15,4
975.8,921.7,17,3
974.9,921.2,20,3
974.1,920.6,23,4
973.2,920.1,21,4
972.3,919.6,20,3
967,916.4,21,4
961.7,913.2,15,6
958.2,911.1,22,4
957.3,910.6,19,3
956.4,910.1,16,2
953.7,908.5,20,4
952.9,907.9,23,4
952,907.4,18,3
950.2,906.4,22,4
948.4,905.3,23,3
947.6,904.8,19,1
946.7,904.2,20,2
945.8,903.7,23,3
944.9,903.2,19,5
944,902.6,18,5
943.1,902.1,21,2
942.3,901.6,21,2
941.4,901.1,16,3
940.5,900.5,18,4
939.6,900,17,3
938.7,899.5,16,3
937.8,898.9,22,2
934.3,896.8,22,2
933.4,896.3,23,5
932.5,895.8,20,3
930.8,894.7,20,3
926.4,892.1,22,4
925.5,891.5,23,2
924.6,891,23,5
922.8,889.9,18,4
921,888.9,23,4
920.2,888.4,22,2
919.3,887.8,21,2
918.4,887.3,19,4
917.5,886.8,15,4
916.6,886.2,23,2
915.7,885.7,22,2
914.9,885.2,22,5
914,884.6,23,3
911.3,883.1,15,5
909.6,882,20,5
908.7,881.5,19,5
907.8,880.9,21,1
906,879.9,15,3
905.1,879.4,23,4
903.4,878.3,23,5
902.5,877.8,21,5
900.7,876.7,21,3
899,875.6,17,3
898.1,875.1,22,5
896.3,874.1,23,5
894.5,873,19,4
892.8,871.9,15,3
891.9,871.4,21,3
891,870.9,20,4
890.1,870.4,20,4
884.8,867.2,22,5
883.1,866.1,21,4
880.4,864.5,18,3
878.6,863.5,20,3
877.8,862.9,21,4
876.9,862.4,20,3
866.3,856.1,22,1
865.4,855.5,19,3
863.6,854.5,18,4
862.7,853.9,16,4
861.9,853.4,15,4
859.2,851.8,23,3
858.3,851.3,19,6
857.4,850.8,18,6
856.6,850.2,22,6
855.7,849.7,22,5
853.9,848.6,21,3
852.1,847.6,23,6
850.4,846.5,22,3
848.6,845.5,20,2
847.7,844.9,21,4
846.8,844.4,19,4
846,843.9,18,4
845.1,843.4,17,4
843.3,842.3,18,3
841.5,841.2,23,5
840.7,840.7,19,5
838.9,839.6,21,3
838,839.1,19,1
837.1,838.6,22,3
836.2,838.1,21,4
835.4,837.5,18,4
834.5,837,17,2
833.6,836.5,20,4
829.2,833.8,18,3
828.3,833.3,22,7
824.8,831.2,19,3
823.9,830.6,21,3
823,830.1,17,3
822.1,829.6,22,3
821.2,829.1,20,3
819.5,828,19,4
818.6,827.5,16,4
817.7,826.9,18,3
816.8,826.4,21,3
815.9,825.9,23,3
815,825.3,21,3
814.2,824.8,17,3
813.3,824.3,21,4
810.6,822.7,23,3
809.7,822.2,16,3
808,821.1,20,4
807.1,820.6,18,4
805.3,819.5,19,4
804.4,819,15,4
803.6,818.5,20,3
802.7,817.9,16,6
799.1,815.8,21,6
798.3,815.3,18,6
797.4,814.8,15,6
795.6,813.7,21,5
794.7,813.2,20,5
790.3,810.5,23,2
789.4,810,22,2
788.5,809.5,18,3
787.7,808.9,18,3
785.9,807.9,19,4
785,807.3,18,4
784.1,806.8,23,4
780.6,804.7,22,2
779.7,804.2,23,3
777.1,802.6,19,3
775.3,801.5,21,5
774.4,801,17,5
773.5,800.5,16,5
772.6,799.9,18,3
766.5,796.2,17,4
762.9,794.1,15,3
762,793.6,22,5
761.2,793.1,17,5
760.3,792.5,17,4
759.4,792,16,3
756.7,790.4,17,5
750.6,786.7,19,4
749.7,786.2,23,3
745.3,783.5,18,5
744.4,783,15,5
740,780.3,23,2
738.2,779.3,19,3
737.3,778.8,17,3
735.5,777.7,21,2
732,775.6,16,4
730.2,774.5,19,3
729.4,774,18,3
728.5,773.5,16,3
727.6,772.9,16,11
720.5,768.7,18,4
716.1,766.1,19,4
714.3,765,20,3
713.4,764.5,18,3
712.6,763.9,22,3
711.7,763.4,23,4
705.5,759.7,19,4
704.6,759.2,23,3
702.8,758.1,17,3
702,757.6,20,2
697.5,754.9,19,7
693.1,752.3,15,7
686.1,748.1,18,4
684.3,747,20,3
681.6,745.4,19,3
680.8,744.9,19,2
673.7,740.6,18,7
672.8,740.1,16,7
667.5,736.9,18,4
662.2,733.8,15,3
654.3,729,18,4
651.6,727.4,22,5
650.7,726.9,23,5
649.8,726.3,15,4
648.1,725.3,23,4
647.2,724.8,22,10
646.3,724.2,20,10
643.7,722.6,19,10
642.8,722.1,19,2
641.9,721.6,22,3
641,721,16,4
639.2,720,16,1
638.4,719.5,17,4
633.9,716.8,20,6
633.1,716.3,19,6
630.4,714.7,22,4
629.5,714.2,20,4
627.8,713.1,22,3
626.9,712.6,20,3
623.3,710.5,20,2
619.8,708.3,19,3
618.9,707.8,22,3
618,707.3,18,3
617.2,706.8,23,3
616.3,706.2,18,3
615.4,705.7,15,3
614.5,705.2,15,3
613.6,704.6,17,3
612.7,704.1,23,4
611.9,703.6,21,4
611,703,20,3
608.3,701.5,23,7
607.4,700.9,18,7
605.7,699.9,18,4
603.9,698.8,21,4
603,698.3,17,5
595.1,693.5,20,3
594.2,693,15,3
593.3,692.5,20,3
592.4,691.9,23,2
591.5,691.4,20,4
590.7,690.9,19,4
589.8,690.3,20,4
588.9,689.8,17,2
588,689.3,17,2
587.1,688.8,22,3
586.2,688.2,21,3
585.4,687.7,15,2
584.5,687.2,19,2
581.8,685.6,17,2
580.9,685,23,2
580.1,684.5,16,3
579.2,684,22,3
578.3,683.5,21,2
575.6,681.9,23,3
572.1,679.8,16,5
567.7,677.1,18,8
566.8,676.6,15,8
562.4,673.9,20,4
560.6,672.9,22,3
558.9,671.8,19,4
557.1,670.8,15,4
555.3,669.7,22,3
554.4,669.2,23,3
553.6,668.6,23,4
552.7,668.1,21,4
548.3,665.5,21,4
547.4,664.9,19,4
544.7,663.3,21,3
543,662.3,16,6
539.4,660.2,15,6
532.4,655.9,20,3
531.5,655.4,15,3
530.6,654.9,19,4
529.7,654.3,17,4
528.8,653.8,22,3
527.1,652.8,18,3
526.2,652.2,19,3
525.3,651.7,15,3
522.6,650.1,18,4
521.8,649.6,17,4
520.9,649,22,6
520,648.5,20,6
519.1,648,19,6
517.3,646.9,19,3
516.4,646.4,17,3
514.7,645.3,20,3
513.8,644.8,23,4
512.9,644.3,21,4
512,643.8,19,3
511.1,643.2,17,3
510.3,642.7,18,3
509.4,642.2,23,13
504.1,639,16,3
501.4,637.4,23,4
500.5,636.9,18,4
499.7,636.3,22,3
498.8,635.8,21,2
497.9,635.3,15,3
497,634.8,21,4
496.1,634.2,19,4
495.2,633.7,21,4
494.4,633.2,20,4
493.5,632.6,18,5
492.6,632.1,16,5
490.8,631,19,4
489.9,630.5,18,4
488.2,629.5,22,3
487.3,628.9,20,4
486.4,628.4,18,4
485.5,627.9,23,12
484.6,627.3,21,12
480.2,624.7,20,2
479.3,624.2,22,5
478.5,623.6,20,3
471.4,619.4,21,3
470.5,618.9,19,3
468.7,617.8,23,4
467.9,617.3,16,3
467,616.7,18,3
466.1,616.2,23,5
465.2,615.7,20,4
458.1,611.5,17,5
457.3,610.9,15,5
454.6,609.3,20,1
452,607.7,18,3
451.1,607.2,18,5
448.4,605.6,21,5
447.5,605.1,16,4
441.4,601.4,22,2
440.5,600.9,15,4
438.7,599.8,22,4
437.8,599.3,20,4
435.2,597.7,21,4
434.3,597.2,19,4
433.4,596.6,22,3
431.6,595.6,20,3
429.9,594.5,18,2
429,594,15,4
427.2,592.9,21,5
426.3,592.4,19,5
425.5,591.9,16,3
422.8,590.3,17,4
421.9,589.7,15,4
421,589.2,15,4
419.3,588.2,23,1
417.5,587.1,21,4
415.7,586,23,3
413.1,584.5,22,3
412.2,583.9,21,3
410.4,582.9,18,4
408.7,581.8,16,5
406.9,580.7,22,3
405.1,579.7,22,3
404.3,579.2,16,3
402.5,578.1,19,4
401.6,577.6,15,4
400.7,577,22,4
399.8,576.5,19,3
399,576,17,3
394.5,573.3,21,5
393.7,572.8,16,3
391.9,571.7,23,5
391,571.2,21,5
390.1,570.7,22,5
389.2,570.2,21,4
388.4,569.6,17,4
387.5,569.1,15,7
383.1,566.5,16,4
382.2,565.9,23,4
381.3,565.4,18,4
379.5,564.3,17,3
377.8,563.3,16,5
375.1,561.7,17,4
371.6,559.6,21,2
368.9,558,17,4
366.3,556.4,16,3
363.6,554.8,21,6
362.7,554.3,20,6
361.9,553.7,19,5
361,553.2,15,5
359.2,552.2,22,3
358.3,551.6,19,3
353,548.5,16,4
351.3,547.4,19,3
350.4,546.9,15,4
349.5,546.3,21,4
348.6,545.8,21,5
347.7,545.3,19,5
346.8,544.7,18,4
346,544.2,23,4
344.2,543.2,15,5
338.9,540,23,3
334.5,537.3,23,3
333.6,536.8,22,6
332.7,536.3,16,6
331.8,535.7,18,6
329.2,534.2,19,4
327.4,533.1,17,3
321.2,529.4,21,2
320.3,528.9,23,2
318.6,527.8,17,4
316.8,526.7,18,6
315.9,526.2,16,6
315,525.7,17,4
314.1,525.2,17,4
313.3,524.6,23,7
309.7,522.5,23,3
304.4,519.3,23,3
303.5,518.8,23,4
302.7,518.3,21,4
301.8,517.7,21,6
299.1,516.2,23,4
298.2,515.6,22,2
296.5,514.6,20,4
295.6,514,16,4
294.7,513.5,23,4
293.8,513,20,4
292.9,512.4,16,5
284.1,507.2,20,4
283.2,506.6,18,4
282.3,506.1,23,3
281.5,505.6,22,3
278.8,504,18,3
273.5,500.8,17,3
272.6,500.3,16,5
270,498.7,22,3
268.2,497.6,20,4
262.9,494.4,17,3
259.4,492.3,21,6
