CATEGORIA;CLASA;SEX;AGE;AGROUP;EDUC;OCUP;STAP;STAO;ACTP;INCOME
11;3;1;49;4;5;5414;1;1;5;13911.42
9;3;2;49;4;5;5153;1;1;6;0
7;2;1;54;4;5;3112;1;1;3;21527.835
8;2;1;26;2;5;7213;1;1;5;0
9;3;1;22;1;4;7132;1;1;5;7200
9;3;1;20;1;5;5223;1;1;5;4200
7;2;1;51;4;7;3112;1;1;3;0
8;2;2;47;4;5;4223;1;4;6;15839.625
9;3;1;44;3;4;5223;1;4;5;0
9;3;1;39;3;4;5223;1;1;5;0
9;3;2;33;2;4;7531;1;1;2;11916.5066666667
11;3;1;18;1;4;9329;1;1;5;10796.93
9;3;2;44;3;5;5153;1;1;6;0
8;2;1;23;1;5;7231;1;1;5;15344.462
6;2;1;49;4;7;2636;1;1;5;55795
9;3;2;47;4;5;5221;1;1;5;12250.9589189189
8;2;1;27;2;5;7231;3;2;5;15575.628
9;3;2;26;2;7;5223;1;1;5;22331.42
9;3;1;35;3;4;8322;1;1;6;15574.9916
6;2;2;34;2;7;2631;1;1;6;26387.1916666667
3;1;1;44;3;5;2655;1;1;6;0
3;1;2;37;3;7;2655;1;1;6;0
6;2;1;33;2;7;2330;1;1;5;13227.3577777778
1;1;1;52;4;7;1211;2;2;2;0
1;1;2;50;4;7;1211;2;2;2;43018.92
6;2;2;46;4;7;2634;1;1;6;0
4;2;1;48;4;7;3354;1;1;6;0
9;3;1;53;4;3;8322;1;4;5;13457.9566666667
4;2;1;43;3;7;2144;1;1;2;31306.1806666667
6;2;2;43;3;7;2631;1;1;5;24360.3742424242
9;3;1;36;3;4;8172;1;1;1;0
9;3;1;37;3;5;8189;1;1;2;13352.4
9;3;2;47;4;7;6111;1;1;1;0
11;3;1;32;2;4;5211;1;1;5;0
9;3;1;51;4;5;5151;1;1;7;11621.23
9;3;2;50;4;7;5221;1;1;5;0
6;2;1;26;2;7;2512;1;1;5;18208.56
6;2;2;24;1;7;2622;1;1;6;0
11;3;1;42;3;5;5414;1;1;5;12133.8127272727
9;3;2;40;3;4;7535;1;1;2;0
9;3;2;40;3;5;7536;1;1;2;0
6;2;1;59;5;7;2523;1;1;6;25328.09
8;2;2;40;3;5;5131;1;1;5;9800.04
7;2;1;44;3;5;7413;1;1;5;19346.7133333333
9;3;2;62;5;5;6130;4;2;1;5737.14285714286
8;2;1;41;3;4;7512;1;1;5;15114.24
9;3;1;30;2;4;7535;1;1;2;0
9;3;2;23;1;4;7532;1;1;2;0
7;2;2;53;4;5;3333;1;1;2;0
1;1;1;54;4;7;1120;1;1;2;38895.59
6;2;1;59;5;7;2330;1;1;6;22747.98
8;2;1;50;4;6;4321;1;1;6;0
6;2;2;43;3;7;2631;1;1;6;24360.3742424242
4;2;1;47;4;7;2421;1;1;3;0
6;2;2;43;3;7;2631;1;1;2;24360.3742424242
9;3;1;24;1;7;5223;1;1;5;0
6;2;1;35;3;7;2636;1;1;5;15910.488
7;2;2;33;2;7;3313;1;1;2;15744.87
9;3;1;43;3;5;5246;1;1;5;0
9;3;2;43;3;3;5312;1;1;6;0
11;3;2;50;4;4;9412;1;1;6;0
9;3;1;25;2;5;8332;1;1;2;14107.2075
7;2;1;31;2;5;7413;1;1;2;16161.765
1;1;1;50;4;7;1120;1;1;2;38895.59
6;2;2;50;4;7;2212;1;1;6;55204.205
9;3;1;39;3;5;7131;1;1;3;20368.92
6;2;1;57;5;7;3422;1;4;6;0
4;2;2;44;3;7;2422;1;1;6;23694.695
11;3;1;58;5;4;9629;1;1;5;11400.6
7;2;2;57;5;5;3313;1;1;6;24566.7725
1;1;1;39;3;7;1211;1;1;6;0
8;2;2;39;3;7;4120;1;1;5;19590.3
7;2;1;43;3;5;3119;1;1;2;14839.44
8;2;2;42;3;5;7322;1;1;2;15002.4
5;2;1;40;3;7;2611;3;2;7;26354.28
3;1;2;43;3;7;2612;1;1;6;98899.385
9;3;1;66;6;3;6112;3;2;1;0
9;3;1;30;2;4;7535;1;1;2;0
4;2;1;54;4;7;2149;1;1;4;30709.5233333333
4;2;2;55;5;7;2161;1;1;7;18659.75
4;2;1;28;2;7;2144;1;1;4;24733.0407692308
4;2;2;26;2;7;2142;1;1;7;0
11;3;1;39;3;2;9333;1;1;2;0
11;3;2;36;3;2;9613;1;4;5;0
11;3;1;38;3;2;9611;1;1;2;0
4;2;1;38;3;7;2619;3;2;7;36382.285
4;2;2;35;3;7;2149;1;1;5;16168.2
11;3;1;54;4;5;9629;1;1;2;7747.98
9;3;2;43;3;5;7316;1;1;2;16215.12
9;3;1;52;4;5;5223;1;1;4;32577.72
9;3;2;53;4;4;7318;1;1;2;15337.2
9;3;1;29;2;5;8331;1;4;4;0
5;2;1;26;2;4;3322;1;1;5;0
8;2;1;55;5;4;7127;1;1;2;0
9;3;2;53;4;4;5329;1;1;6;0
9;3;1;29;2;5;8331;1;4;2;0
11;3;2;28;2;5;9629;1;1;2;0
6;2;1;59;5;7;2310;1;1;6;37797.12
6;2;2;58;5;7;2330;1;1;6;23311.43
4;2;1;34;2;7;2144;1;4;2;24733.0407692308
6;2;2;33;2;7;2651;1;4;5;0
9;3;2;49;4;5;5223;1;1;2;11468.22
9;3;1;56;5;5;8331;1;4;4;0
7;2;1;59;5;5;3257;1;1;5;0
9;3;2;34;2;7;8156;1;1;2;0
8;2;1;32;2;5;4321;1;1;5;25817.0033333333
4;2;1;34;2;7;2161;1;1;7;35275.77
6;2;2;33;2;7;2643;1;1;5;0
9;3;1;58;5;3;6111;3;2;1;10300.8333333333
9;3;1;40;3;5;5151;1;1;5;14567.04
6;2;2;39;3;6;2221;1;1;6;18834.53
6;2;1;51;4;7;2211;1;1;6;0
6;2;2;47;4;7;2310;1;1;6;26626.54
7;2;1;32;2;7;3341;1;1;5;0
9;3;2;31;2;5;5221;1;1;5;11020.4273809524
8;2;1;55;5;4;7115;1;1;2;14988.68
1;1;2;52;4;7;1211;1;1;6;43018.92
4;2;1;56;5;7;2146;1;1;2;42117.12
1;1;1;30;2;7;1120;1;1;2;26663.035
8;2;1;34;2;5;7231;1;4;4;15575.628
6;2;2;34;2;6;2221;1;1;6;18780.6475
9;3;1;54;4;5;5151;1;1;4;11621.23
4;2;2;56;5;7;2411;1;1;4;0
4;2;1;30;2;6;2412;1;1;4;0
11;3;2;46;4;5;9629;1;1;2;10417.36
8;2;1;22;1;5;7112;1;1;3;12360.84
9;3;1;35;3;5;5223;1;1;5;15298.12
11;3;1;42;3;5;9629;1;1;3;10464.27
9;3;2;40;3;5;7531;1;1;2;12193.9066666667
9;3;2;40;3;3;7532;1;1;2;9002.28
9;3;1;54;4;5;7214;1;1;2;18257.218
8;2;1;29;2;5;4321;1;1;2;25817.0033333333
6;2;2;26;2;7;2631;1;1;5;26387.1916666667
3;1;1;48;4;5;2642;1;1;7;0
9;3;1;56;5;4;8322;1;1;5;15478.65
7;2;2;54;4;5;3313;1;1;6;17821.9088235294
9;3;1;32;2;5;8322;1;1;6;16995.1467647059
1;1;2;52;4;7;1112;1;1;6;0
8;2;1;52;4;6;4323;1;1;3;0
6;2;1;53;4;7;2631;1;1;2;37636.64
6;2;2;54;4;7;2330;1;1;6;21080.07125
4;2;1;39;3;7;2422;1;1;6;21967.62
5;2;1;55;5;7;2611;3;2;7;28152.13
5;2;2;51;4;7;2611;3;2;7;34718.37
9;3;1;34;2;5;8331;1;1;4;0
7;2;2;34;2;6;3522;1;1;4;0
7;2;2;58;5;3;9121;1;1;6;0
11;3;2;26;2;4;9629;1;4;3;0
6;2;2;28;2;6;2221;1;1;6;18780.6475
6;2;2;28;2;6;2221;1;1;6;18780.6475
11;3;1;38;3;5;5414;1;1;6;12133.8127272727
6;2;2;34;2;7;2631;1;1;6;26387.1916666667
7;2;1;60;5;7;3321;1;1;5;0
8;2;2;58;5;5;4419;1;1;6;0
1;1;1;57;5;7;1120;1;1;5;60034.6933333333
8;2;2;49;4;6;5141;1;1;5;0
8;2;1;47;4;5;7115;1;1;3;12468.63
9;3;2;44;3;5;5223;1;1;5;11154.21
8;2;2;23;1;5;4321;1;1;2;0
4;2;1;57;5;7;2145;1;1;2;24915.93
4;2;2;55;5;7;2145;1;1;6;23790.085
7;2;1;26;2;7;3118;1;1;3;26123.06
6;2;1;40;3;7;2330;1;1;6;21870.63375
11;3;1;50;4;5;5414;1;1;5;13911.42
6;2;2;51;4;7;4110;1;1;6;27050.95
6;2;1;54;4;7;2631;1;1;6;37636.64
6;2;2;53;4;7;2631;1;1;7;28170.3266666667
6;2;2;29;2;7;2631;1;1;6;26387.1916666667
9;3;1;35;3;7;6111;1;1;1;0
6;2;2;30;2;7;2631;1;1;7;26387.1916666667
7;2;1;40;3;5;3341;1;1;3;19405.98
6;2;2;45;4;7;2330;1;1;6;21080.07125
11;3;1;41;3;4;5222;1;1;3;0
9;3;1;22;1;5;5223;1;1;5;4200
5;2;2;31;2;7;2611;1;1;5;24853.79
9;3;1;52;4;5;5151;1;1;5;11621.23
9;3;1;32;2;5;5223;1;1;6;0
9;3;2;31;2;5;5223;1;1;6;0
9;3;1;46;4;5;5151;3;2;5;11621.23
7;2;2;44;3;7;3341;1;1;5;0
5;2;1;33;2;7;3339;1;1;5;0
9;3;2;30;2;4;5221;1;1;5;10680.2709090909
9;3;2;33;2;5;7536;1;1;2;0
9;3;1;34;2;5;7536;1;1;2;0
6;2;1;39;3;7;2512;1;1;5;0
6;2;1;40;3;7;2631;1;1;5;30030.6981818182
6;2;2;40;3;7;2330;1;1;6;20411.9082352941
8;2;1;62;5;4;7522;1;1;2;17346.12
9;3;2;55;5;3;5223;1;1;5;0
5;2;1;34;2;7;2611;3;2;7;25549.12
6;2;2;35;3;7;2631;1;1;6;24360.3742424242
5;2;1;31;2;7;2611;1;1;5;25549.12
5;2;2;31;2;7;2611;1;1;6;24853.79
4;2;1;36;3;7;2152;1;1;2;31841.1466666667
6;2;2;31;2;7;2631;1;1;5;26387.1916666667
11;3;1;34;2;7;5414;1;1;5;0
6;2;2;34;2;7;2631;1;4;7;26387.1916666667
4;2;2;33;2;7;2421;1;1;5;17423.4
9;3;1;57;5;4;5230;1;1;5;0
9;3;1;45;4;5;8141;1;1;4;0
6;2;2;38;3;6;2221;1;1;6;18834.53
9;3;1;45;4;4;7535;1;1;2;0
7;2;2;42;3;5;3333;1;1;2;0
5;2;2;25;2;7;3322;1;1;4;7188
11;3;2;39;3;4;9329;1;1;2;0
7;2;1;35;3;5;7412;1;1;2;15004.296
6;2;2;56;5;7;2211;1;1;6;0
7;2;1;58;5;5;7413;1;1;2;0
9;3;2;53;4;5;7316;1;1;2;0
8;2;1;34;2;5;3221;1;1;7;0
9;3;2;40;3;7;5322;1;1;6;0
6;2;1;30;2;7;2631;1;1;4;27238.6213636364
6;2;2;31;2;7;2631;1;1;5;26387.1916666667
5;2;1;35;3;7;3324;1;1;5;32799.96
7;2;2;31;2;5;9121;1;1;5;0
3;1;1;35;3;7;2642;1;1;7;0
6;2;2;32;2;7;2221;1;1;6;16785.9525
6;2;1;32;2;7;2512;1;1;6;18208.56
11;3;1;35;3;5;9629;1;1;3;10464.27
7;2;2;26;2;5;7412;1;1;2;0
8;2;1;42;3;3;7322;1;1;6;0
9;3;2;41;3;4;7132;1;1;2;0
8;2;1;35;3;5;5131;1;1;5;21098.26
5;2;2;32;2;7;2611;3;2;7;24853.79
8;2;1;51;4;5;5412;1;1;6;8225.16
4;2;2;49;4;5;2161;1;1;3;0
1;1;1;35;3;7;1120;1;1;4;22111.29
7;2;2;33;2;7;3313;1;1;5;15744.87
2;1;1;36;3;7;1323;1;1;3;29994.76
1;1;2;36;3;7;1211;1;1;5;24458.055
1;1;1;37;3;7;1120;1;1;2;22111.29
6;2;2;31;2;7;2310;1;1;6;23175.91
6;2;1;61;5;7;2212;3;2;6;30390.21
6;2;2;61;5;7;2262;1;1;5;19684.56
6;2;2;33;2;7;2261;1;1;6;26350.48
3;1;1;33;2;7;2612;1;1;6;0
3;1;2;33;2;7;2612;1;1;6;0
4;2;1;50;4;7;2422;1;1;6;16700.52
6;2;2;46;4;5;2631;1;1;2;39178.32
9;3;1;43;3;7;5151;1;1;7;25436.58
4;2;2;43;3;5;2412;1;1;5;0
6;2;1;59;5;7;2330;1;1;6;22747.98
4;2;2;49;4;7;2151;1;1;2;18780.54
6;2;2;35;3;7;2643;3;2;6;0
5;2;1;65;6;7;2611;3;2;6;0
9;3;1;38;3;5;5151;1;1;3;14567.04
6;2;2;38;3;7;2631;1;1;6;24360.3742424242
6;2;1;34;2;7;2651;3;2;6;0
6;2;2;34;2;7;2330;1;1;6;15457.847037037
6;2;1;40;3;7;2636;1;1;5;15910.488
9;3;2;38;3;7;7531;1;4;2;0
6;2;1;54;4;7;2212;1;1;6;0
6;2;2;53;4;7;2212;1;1;6;55204.205
1;1;2;41;3;7;1112;1;1;6;0
9;3;1;36;3;5;8332;1;1;4;19926.0794117647
8;2;2;35;3;7;4120;1;4;6;19590.3
8;2;1;39;3;5;5120;1;1;5;18450.1825
2;1;1;41;3;7;1323;1;1;5;29994.76
6;2;2;39;3;7;2631;1;1;6;24360.3742424242
6;2;1;53;4;7;2330;1;1;5;28458.5075
6;2;2;52;4;7;2631;1;1;6;28170.3266666667
6;2;2;25;2;7;2631;1;4;2;26387.1916666667
9;3;1;49;4;7;5151;1;1;6;0
6;2;2;46;4;7;2631;1;1;2;28170.3266666667
6;2;1;34;2;7;3431;1;1;5;0
6;2;2;31;2;7;2643;1;1;7;0
9;3;1;53;4;5;8322;1;1;6;16814.1337037037
4;2;2;51;4;7;2422;1;1;6;19920.9475
1;1;1;38;3;7;1120;1;1;2;22111.29
6;2;1;46;4;7;2512;1;1;5;0
1;1;2;43;3;7;1120;1;1;5;31524.055
8;2;1;58;5;5;5165;1;1;5;18509.75
7;2;2;51;4;5;3313;1;1;5;17821.9088235294
9;3;1;33;2;7;5151;1;1;2;0
7;2;2;33;2;7;3321;1;1;5;18302.28
6;2;1;50;4;7;2636;1;1;5;55795
6;2;2;46;4;7;2262;1;1;5;23697.155
9;3;1;21;1;5;5223;1;1;5;4200
9;3;1;40;3;5;5151;1;1;5;14567.04
1;1;2;36;3;7;1120;1;1;2;31524.055
4;2;2;37;3;7;2422;1;1;6;23694.695
6;2;1;34;2;7;2310;1;1;6;0
6;2;2;34;2;7;2341;1;1;6;16170.683
7;2;1;60;5;5;3112;1;4;6;0
7;2;2;55;5;5;3112;1;1;6;0
4;2;2;31;2;7;2619;1;1;6;17296.73
1;1;1;47;4;7;1120;1;1;1;38895.59
6;2;2;45;4;5;3343;1;1;6;0
8;2;1;55;5;7;7231;1;1;4;0
6;2;2;53;4;7;2631;1;1;4;28170.3266666667
9;3;1;58;5;4;6111;3;2;1;6240
9;3;1;62;5;7;6111;3;2;1;0
9;3;1;61;5;7;8131;1;4;2;0
4;2;2;29;2;7;2412;1;1;5;28994.9988888889
6;2;2;37;3;7;2631;1;1;5;24360.3742424242
4;2;1;54;4;7;2142;1;1;3;29499.154
9;3;2;47;4;5;5230;1;1;5;12500.04
8;2;2;39;3;4;7111;1;4;3;0
5;2;1;34;2;7;2611;1;1;7;25549.12
4;2;1;38;3;7;2422;1;1;6;21967.62
8;2;2;34;2;5;5141;1;1;5;14344.32
9;3;2;58;5;5;6113;3;2;1;0
9;3;1;35;3;5;5221;1;1;5;16571.4385714286
6;2;1;64;5;7;2330;1;1;6;22747.98
4;2;1;56;5;7;2411;1;1;6;0
4;2;2;52;4;7;2411;1;1;6;22305.79375
4;2;1;31;2;7;2422;1;1;6;0
6;2;2;31;2;7;2342;1;1;6;14597.5
4;2;1;59;5;7;2142;1;1;3;28839.7642857143
6;2;2;40;3;7;2634;1;1;6;26573.4733333333
9;3;1;48;4;4;8160;1;1;2;16459.96
7;2;2;40;3;7;3311;2;2;5;0
8;2;1;31;2;6;5165;3;2;5;0
8;2;2;29;2;7;4321;1;1;5;17009.75
4;2;1;49;4;7;2149;1;1;7;30709.5233333333
1;1;2;51;4;7;1112;1;1;6;0
7;2;2;54;4;5;3313;1;1;6;17821.9088235294
7;2;2;49;4;5;9121;1;1;6;0
8;2;2;28;2;5;5141;1;1;5;14344.32
5;2;1;24;1;7;3322;1;1;5;13028.04
8;2;1;22;1;4;7233;1;1;3;0
6;2;1;54;4;7;2330;1;1;6;28458.5075
6;2;2;51;4;7;2330;1;1;6;21080.07125
6;2;1;27;2;7;2261;1;1;6;29605.55
9;3;1;56;5;4;8322;1;1;2;15478.65
1;1;1;34;2;7;1112;1;1;6;0
7;2;2;30;2;4;7412;1;1;2;11801.16
6;2;1;58;5;7;2310;1;1;6;37797.12
4;2;2;57;5;7;2411;1;1;6;0
8;2;1;29;2;5;7311;1;1;5;0
9;3;2;27;2;7;5223;1;1;5;22331.42
11;3;1;42;3;4;9313;1;1;3;12300.5688888889
9;3;2;28;2;5;5221;1;1;5;11020.4273809524
4;2;1;47;4;7;2144;1;1;2;27584.8226666667
6;2;2;45;4;7;2211;3;2;6;65666.785
9;3;1;34;2;5;6130;3;2;1;6000
9;3;2;32;2;5;6130;3;2;1;1426.8
8;2;1;37;3;4;7231;1;1;5;16569.065
9;3;1;46;4;4;8322;1;1;2;16093.3232
8;2;2;42;3;7;4321;1;1;5;16903.525
6;2;2;56;5;6;2221;1;1;6;20054.28
4;2;1;31;2;7;2165;1;1;7;0
6;2;2;31;2;7;2631;1;1;5;26387.1916666667
7;2;1;58;5;5;7412;1;1;2;18338.68
8;2;2;56;5;5;5141;3;2;5;0
4;2;2;43;3;7;2151;1;1;2;39837.12
4;2;1;44;3;7;2151;1;1;2;32821.485
4;2;1;53;4;7;2149;1;1;5;30709.5233333333
4;2;2;52;4;7;2412;1;1;5;28800.6
4;2;2;41;3;7;3412;1;1;6;0
6;2;2;36;3;7;2330;1;1;6;20411.9082352941
4;2;1;38;3;7;2149;1;1;4;25377.165
3;1;2;37;3;5;2642;1;1;5;0
4;2;1;40;3;7;2149;1;1;2;25377.165
4;2;2;40;3;7;2151;1;1;2;39837.12
6;2;2;38;3;7;2212;1;1;6;23873.92
4;2;2;51;4;7;2149;1;1;6;27728.04
6;2;1;54;4;7;3422;1;1;6;0
4;2;1;29;2;7;2149;1;1;6;28941.6175
4;2;2;27;2;7;2149;1;1;6;16225
5;2;2;25;2;7;2611;1;1;6;24853.79
4;2;1;38;3;7;2149;1;1;5;25377.165
1;1;2;38;3;7;1112;1;1;6;0
6;2;2;38;3;7;2212;3;2;6;23873.92
9;3;1;39;3;5;8332;1;1;2;19926.0794117647
9;3;2;35;3;5;5223;1;1;5;11154.21
9;3;2;43;3;7;5151;1;1;4;11979.96
1;1;2;37;3;7;1120;1;1;3;31524.055
1;1;1;37;3;7;1120;1;1;3;22111.29
4;2;1;39;3;7;2132;1;1;1;25902.53
8;2;2;24;1;5;4120;1;1;75;0
4;2;1;50;4;7;2149;1;1;2;30709.5233333333
6;2;2;42;3;7;2221;1;1;6;18525.7966666667
6;2;1;59;5;7;2330;1;1;6;22747.98
4;2;1;38;3;7;2412;1;1;7;0
6;2;2;38;3;7;2631;1;1;7;24360.3742424242
8;2;2;57;5;5;4223;1;1;6;0
7;2;1;26;2;5;7412;1;1;2;21584.8066666667
5;2;1;40;3;7;2611;3;2;7;26354.28
4;2;2;38;3;7;2145;1;1;2;34904.015
8;2;2;38;3;4;7126;1;1;2;0
9;3;1;52;4;3;8332;1;1;4;11629.64
9;3;2;66;6;2;6112;3;2;1;0
6;2;1;40;3;7;2636;1;1;5;15910.488
6;2;2;35;3;7;2330;3;2;6;20411.9082352941
6;2;1;48;4;7;2631;1;1;6;37636.64
6;2;2;47;4;7;2631;1;1;2;28170.3266666667
6;2;1;25;2;7;2631;1;1;1;27238.6213636364
6;2;2;24;1;7;2631;1;1;5;0
4;2;1;38;3;7;2144;1;1;2;31306.1806666667
6;2;2;37;3;7;2262;1;1;5;0
4;2;1;29;2;5;2412;1;1;4;0
9;3;2;30;2;5;5223;1;1;5;0
6;2;2;42;3;6;2221;3;2;2;18834.53
9;3;1;38;3;7;5151;1;1;5;25436.58
6;2;2;34;2;7;2631;1;1;5;26387.1916666667
5;2;1;40;3;7;3339;1;1;5;0
1;1;2;40;3;7;1120;1;1;2;31524.055
6;2;1;41;3;7;2632;1;1;6;0
6;2;2;34;2;7;3344;1;1;6;0
8;2;1;43;3;4;7115;1;1;3;13637.25
9;3;2;40;3;5;5221;1;1;5;12443.1861363636
4;2;1;40;3;7;2149;1;1;5;25377.165
3;1;2;40;3;7;2612;1;1;6;98899.385
5;2;1;37;3;7;2611;1;1;6;26354.28
6;2;2;37;3;7;2310;1;1;6;29460.63
6;2;2;37;3;7;2310;1;1;6;29460.63
5;2;1;24;1;7;3322;1;1;5;13028.04
7;2;1;53;4;7;3112;1;1;3;0
6;2;2;49;4;5;3344;1;1;6;0
1;1;1;30;2;7;1120;1;1;5;26663.035
1;1;1;29;2;7;1120;1;1;5;26663.035
6;2;2;28;2;7;2631;1;1;5;26387.1916666667
4;2;1;56;5;7;2149;1;1;4;26153.27
6;2;2;43;3;7;2631;1;1;5;24360.3742424242
9;3;2;83;7;3;6111;4;2;1;2520
4;2;1;37;3;7;2153;1;1;7;46035.6666666667
4;2;1;47;4;7;2132;1;1;6;0
4;2;2;45;4;7;2422;1;1;6;19920.9475
4;2;1;54;4;7;2422;1;1;6;16700.52
5;2;2;43;3;7;2611;1;1;7;32646.46
9;3;1;30;2;5;8322;1;1;4;16995.1467647059
8;2;1;43;3;6;5165;1;1;7;0
7;2;2;44;3;6;3313;1;1;1;20863.32
4;2;1;35;3;7;2422;1;1;6;21967.62
4;2;2;33;2;7;2422;1;1;6;22574.23
7;2;1;30;2;7;3313;1;1;5;16682.28
5;2;2;30;2;7;2611;1;1;6;24853.79
6;2;2;33;2;7;2631;1;1;2;26387.1916666667
4;2;1;32;2;7;2151;1;1;2;18702.595
6;2;2;30;2;7;2211;1;1;6;23026.32
8;2;1;36;3;7;4322;1;1;4;0
9;3;1;71;6;7;6113;3;2;1;0
11;3;1;57;5;5;5414;1;1;6;16438.345
9;3;2;53;4;5;5151;1;1;6;13819.08
8;2;2;53;4;5;4312;1;1;6;14497.2
9;3;1;31;2;5;8332;1;1;4;14107.2075
8;2;2;36;3;6;3255;1;1;6;0
9;3;1;65;6;4;6113;3;2;1;0
9;3;2;58;5;5;6112;4;2;1;0
4;2;1;44;3;7;2142;1;1;3;29900.755
9;3;1;36;3;7;5223;1;1;5;10304
1;1;2;30;2;7;1212;1;1;3;97500
9;3;2;40;3;5;5153;1;1;6;0
8;2;1;38;3;4;7112;1;1;3;14613.35625
11;3;1;60;5;4;9313;1;1;6;11234.98
5;2;1;48;4;5;3332;3;2;6;0
6;2;1;34;2;7;2330;1;1;6;13227.3577777778
6;2;2;34;2;7;2330;1;1;6;15457.847037037
4;2;2;33;2;7;2619;1;1;6;17296.73
9;3;1;33;2;7;8322;1;1;6;21669.72
6;2;2;32;2;7;2512;1;1;5;0
6;2;1;61;5;6;2221;1;1;6;14995.44
9;3;1;35;3;7;5223;1;1;5;10304
9;3;2;34;2;7;5223;1;1;5;22331.42
8;2;1;53;4;5;5120;1;1;2;11563.88
9;3;2;47;4;6;5223;1;1;2;0
8;2;1;31;2;4;7126;1;1;2;0
9;3;2;27;2;3;5223;1;1;5;8305.68
11;3;1;45;4;5;9629;1;1;5;7747.98
7;2;2;42;3;7;3313;1;1;7;12316.385
9;3;1;50;4;5;8322;1;1;4;16814.1337037037
9;3;1;32;2;5;8332;1;1;5;14107.2075
6;2;2;36;3;5;2653;3;2;6;0
9;3;1;56;5;4;5151;1;1;2;13866
9;3;2;55;5;5;5329;1;1;6;0
9;3;1;45;4;5;6111;1;1;1;14525
9;3;2;45;4;5;5223;1;1;5;11468.22
8;2;1;26;2;5;7126;1;1;2;16257.564
9;3;1;56;5;3;6111;4;2;1;10300.8333333333
9;3;1;21;1;5;5223;1;1;5;4200
9;3;2;32;2;7;5151;1;1;5;7200
5;2;1;53;4;7;2611;1;1;7;15285.71
5;2;2;32;2;7;2611;1;1;7;24853.79
4;2;1;57;5;5;2412;1;1;5;0
4;2;2;56;5;5;2412;1;1;5;0
4;2;1;56;5;7;2151;1;1;2;38332.4666666667
6;2;2;49;4;7;2211;1;1;6;65666.785
7;2;1;51;4;5;3112;1;1;3;21527.835
9;3;2;51;4;7;8160;1;1;2;0
9;3;2;27;2;5;8219;1;1;2;10934.58
11;3;1;31;2;5;9629;1;1;2;0
9;3;1;41;3;7;8113;1;1;2;0
6;2;2;36;3;7;2635;1;1;6;21758.2333333333
8;2;2;35;3;7;4120;1;1;4;19590.3
6;2;2;36;3;7;4110;1;1;6;15852.04
9;3;1;56;5;5;8332;1;1;5;16840.4016666667
9;3;2;54;4;5;5221;1;1;5;12250.9589189189
4;2;1;30;2;7;2149;1;1;4;28941.6175
4;2;2;30;2;7;2412;1;1;5;28994.9988888889
6;2;2;27;2;7;2631;1;4;5;26387.1916666667
4;2;2;24;1;7;2412;1;1;5;14716.745
4;2;1;31;2;7;2422;1;1;5;0
8;2;1;59;5;4;7231;1;1;5;18771.1225
8;2;2;56;5;3;4415;1;1;5;0
8;2;1;36;3;5;7231;1;1;5;16250.6422222222
8;2;2;33;2;5;4120;1;1;1;18958.254
7;2;1;49;4;5;7413;1;1;2;20614.03
7;2;2;46;4;5;7412;1;1;2;0
7;2;1;23;1;5;7413;1;1;2;0
6;2;1;36;3;7;2631;1;1;6;30030.6981818182
9;3;1;55;5;4;8322;1;1;4;15478.65
9;3;2;52;4;5;8181;1;1;2;0
9;3;1;29;2;5;8332;1;1;5;14107.2075
6;2;2;58;5;6;2221;1;1;6;20054.28
11;3;2;33;2;7;5414;1;1;5;0
7;2;1;35;3;7;3113;1;1;2;16625.16
6;2;1;50;4;7;4110;1;1;6;24396.5466666667
9;3;2;42;3;7;5230;1;1;5;10764
6;2;1;38;3;7;2636;1;1;5;15910.488
7;2;2;37;3;7;3213;1;1;5;0
7;2;1;52;4;6;3112;1;1;3;29371.1866666667
6;2;2;49;4;7;2631;1;1;5;28170.3266666667
9;3;2;52;4;5;5230;1;1;5;12500.04
9;3;1;23;1;5;8219;1;1;2;7029.51
9;3;2;29;2;4;8219;1;1;2;13639.16
4;2;1;51;4;7;2132;1;1;2;0
4;2;2;54;4;7;2145;1;1;2;26397.81375
4;2;1;31;2;7;2412;1;1;5;24736.045
4;2;2;29;2;7;2412;1;1;5;28994.9988888889
9;3;1;29;2;5;8331;1;1;2;0
9;3;1;49;4;5;8331;1;1;3;17770.76
9;3;2;40;3;3;7536;1;1;2;13991.32
8;2;2;37;3;7;4132;1;1;2;16826.16
9;3;2;41;3;5;5151;1;1;2;13054.57
9;3;1;47;4;7;6114;4;2;1;0
1;1;1;48;4;7;1120;1;1;3;38895.59
9;3;2;42;3;5;7531;1;1;2;12193.9066666667
11;3;1;48;4;5;9629;1;1;3;7747.98
8;2;2;40;3;5;5120;1;1;5;12102.958
8;2;1;40;3;5;4321;1;1;5;17278.7825
4;2;1;37;3;7;2144;1;1;2;31306.1806666667
6;2;2;33;2;7;2211;1;1;6;23026.32
11;3;1;53;4;5;9629;1;1;4;7747.98
8;2;2;51;4;7;4120;1;1;2;0
7;2;1;46;4;5;4211;1;1;4;12782.535
9;3;2;61;5;5;6114;4;2;1;0
6;2;1;35;3;7;2636;1;1;5;15910.488
9;3;2;31;2;2;5153;1;4;5;0
8;2;1;50;4;5;7126;1;1;3;18692.3775
11;3;2;46;4;4;5222;1;1;2;0
5;2;1;26;2;5;3324;1;1;5;16326.162
1;1;1;59;5;7;1120;1;1;3;60034.6933333333
9;3;2;53;4;5;5151;1;1;3;13819.08
6;2;2;28;2;7;2211;1;1;6;23026.32
