CATEGORIA;CLASA;SEX;AGE;AGROUP;EDUC;OCUP;STAP;STAO;ACTP;INCOME
9;3;2;52;4;5;6121;4;2;1;0
9;3;1;68;6;4;6111;4;2;1;0
9;3;2;61;5;3;6111;1;1;1;2332.66666666667
11;3;1;44;3;3;9211;1;1;5;2967.69642857143
9;3;2;69;6;3;6111;4;2;1;600
9;3;1;28;2;3;6111;1;1;1;2506.25
9;3;2;23;1;5;6111;4;2;1;0
9;3;1;73;6;2;6111;4;2;1;0
9;3;1;28;2;3;6111;1;1;1;2506.25
9;3;1;64;5;3;6130;3;2;1;5524.30303030303
9;3;2;54;4;4;6121;4;2;1;0
11;3;1;50;4;4;9629;1;4;3;15289.7866666667
9;3;1;41;3;6;8312;1;1;4;0
9;3;2;34;2;5;5221;1;1;2;11020.4273809524
9;3;2;54;4;3;6121;4;2;1;0
4;2;1;51;4;7;2144;1;1;2;27584.8226666667
4;2;2;52;4;7;2412;1;1;5;28800.6
9;3;1;62;5;7;6112;3;2;1;0
9;3;2;61;5;7;6111;4;2;1;0
4;2;1;36;3;7;2422;1;1;6;21967.62
9;3;1;66;6;4;6113;3;2;1;0
9;3;1;79;7;3;6112;3;2;1;0
9;3;1;63;5;7;6114;3;2;1;0
9;3;2;59;5;2;6111;4;2;1;2750
11;3;1;48;4;3;9629;1;1;1;0
7;2;2;43;3;3;7412;1;1;2;0
4;2;1;41;3;7;2142;1;4;2;29900.755
8;2;2;39;3;6;5141;1;1;5;0
9;3;1;65;6;4;6112;3;2;1;0
9;3;2;61;5;4;6111;4;2;1;900
9;3;1;36;3;5;7214;1;4;2;14549.804
9;3;2;37;3;5;8219;1;1;2;13352.4
9;3;2;33;2;5;7532;1;4;2;0
9;3;2;51;4;3;8219;1;1;2;11798.79
9;3;2;62;5;5;6111;4;2;1;0
6;2;1;68;6;7;2651;1;1;6;0
8;2;1;53;4;4;7212;1;1;2;15396.1591666667
9;3;2;51;4;4;7531;1;1;2;11448.4723529412
9;3;1;75;7;3;6113;3;2;1;0
9;3;1;32;2;3;8212;1;1;2;0
9;3;2;32;2;5;8212;1;1;2;0
9;3;1;58;5;3;6121;3;2;1;0
11;3;1;25;2;3;9213;1;1;1;2051.66666666667
9;3;1;43;3;5;5221;1;1;5;16571.4385714286
9;3;2;41;3;5;5322;3;2;7;7259.104
9;3;1;73;6;2;6112;3;2;1;0
9;3;2;34;2;3;8212;1;1;2;0
9;3;2;69;6;3;6114;3;2;1;0
9;3;1;36;3;4;8212;1;1;2;14345.52
9;3;2;28;2;3;8212;1;1;2;0
9;3;2;60;5;3;6111;4;2;1;2332.66666666667
9;3;1;59;5;4;6130;3;2;1;5582.48930232558
9;3;2;54;4;5;5221;1;1;5;12250.9589189189
8;2;1;33;2;5;7112;1;1;3;15551.4577777778
1;1;1;40;3;7;1113;1;1;6;0
9;3;2;41;3;5;5221;1;1;5;12443.1861363636
8;2;2;54;4;5;4411;1;1;6;0
9;3;1;71;6;5;6112;3;2;1;0
9;3;2;78;7;2;6112;3;2;1;0
9;3;1;41;3;3;7531;1;1;2;0
9;3;2;35;3;3;7531;1;1;2;11579.888
9;3;1;65;6;3;6112;3;2;1;0
9;3;2;59;5;3;6111;4;2;1;2332.66666666667
9;3;1;35;3;5;8332;1;1;4;19926.0794117647
6;2;2;34;2;5;2341;1;1;6;18448.095
8;2;2;28;2;5;5132;1;1;5;20818.9925
11;3;1;82;7;2;9213;4;2;1;0
9;3;1;79;7;3;6111;3;2;1;0
9;3;1;64;5;3;6112;3;2;1;0
9;3;2;56;5;2;6111;4;2;1;2750
9;3;2;33;2;5;5311;1;1;6;0
9;3;1;55;5;4;6130;4;2;1;5582.48930232558
9;3;2;43;3;4;6121;4;2;1;0
9;3;1;73;6;2;6111;3;2;1;0
5;2;1;41;3;5;3324;1;1;2;16906.4
9;3;2;35;3;5;5221;1;1;5;12443.1861363636
8;2;1;49;4;5;7224;1;4;2;16662.09
9;3;1;59;5;3;6112;3;2;1;0
9;3;2;53;4;3;6121;4;2;1;0
9;3;1;32;2;7;6130;1;1;7;830
4;2;2;29;2;7;2412;1;1;5;28994.9988888889
6;2;2;26;2;7;2359;1;1;6;14445.335
9;3;1;50;4;5;5329;1;1;6;12938.88
11;3;1;50;4;3;5211;3;2;5;16600
9;3;2;31;2;1;6121;4;2;1;0
11;3;1;48;4;3;9629;1;1;3;0
9;3;1;78;7;2;6111;3;2;1;0
9;3;2;43;3;7;5221;1;1;5;19045.45
11;3;1;21;1;5;5414;1;1;5;8310.96
9;3;1;44;3;5;5151;1;1;5;14567.04
9;3;2;42;3;5;5221;1;1;5;12443.1861363636
9;3;1;27;2;5;8322;1;1;5;16995.1467647059
9;3;2;30;2;7;6121;4;2;1;0
7;2;1;46;4;6;7413;1;1;2;0
4;2;2;45;4;7;2411;1;1;3;22305.79375
9;3;1;47;4;4;6130;3;2;1;4241.74530612245
9;3;2;41;3;3;6121;4;2;1;0
7;2;1;37;3;6;3113;1;1;3;19194.1866666667
9;3;2;30;2;5;5221;1;1;5;11020.4273809524
8;2;1;53;4;5;7224;1;1;2;16662.09
4;2;2;46;4;7;3352;1;1;6;20385.995
5;2;1;27;2;7;3322;1;1;5;16796.56
9;3;1;76;7;3;6111;3;2;1;0
9;3;2;61;5;3;6111;4;2;1;2332.66666666667
9;3;2;63;5;5;6111;4;2;1;0
9;3;1;41;3;4;8322;1;1;4;15574.9916
9;3;1;45;4;5;7131;1;1;3;13450.085
9;3;2;44;3;5;5221;1;1;5;12443.1861363636
9;3;1;40;3;5;6111;3;2;1;3800
7;2;2;37;3;5;7412;1;1;2;15156.0875
9;3;1;34;2;4;6130;1;1;1;2765.34482758621
9;3;2;28;2;5;5221;1;1;5;11020.4273809524
9;3;1;36;3;5;5151;3;2;2;14567.04
6;2;2;38;3;7;2221;1;1;6;18525.7966666667
9;3;2;67;6;2;6111;3;2;1;0
9;3;2;70;6;4;6113;3;2;1;0
9;3;1;45;4;5;8322;1;4;2;16814.1337037037
9;3;1;69;6;6;6130;3;2;1;0
8;2;1;43;3;6;3221;1;1;6;17794.88
8;2;1;56;5;4;7112;1;1;3;11534.42375
9;3;2;51;4;3;6121;4;2;1;0
9;3;1;65;6;3;6114;3;2;1;0
9;3;1;31;2;5;8331;1;1;4;0
9;3;2;48;4;5;8160;1;1;2;0
9;3;1;20;1;5;8160;1;1;2;11994.24
9;3;2;34;2;3;6121;4;2;1;0
9;3;2;47;4;3;6121;4;2;1;0
8;2;1;29;2;5;4311;1;1;6;18154.8
8;2;2;28;2;7;4120;1;1;6;14677.66
9;3;1;47;4;4;8322;1;1;4;16093.3232
9;3;2;50;4;3;6121;4;2;1;0
9;3;1;26;2;4;8322;1;1;4;14022.00375
9;3;1;44;3;4;7114;1;1;3;8214.042
9;3;2;33;2;3;6121;4;2;1;0
4;2;1;53;4;7;2422;1;1;6;16700.52
1;1;2;54;4;7;1113;1;1;6;15952.37
8;2;1;47;4;3;7126;1;1;2;0
9;3;2;44;3;5;6121;4;2;1;0
8;2;1;36;3;5;7522;1;1;2;5874.585
8;2;2;36;3;7;4321;1;1;5;16903.525
8;2;1;54;4;4;7212;1;1;3;15396.1591666667
7;2;1;27;2;4;7412;1;1;2;0
9;3;2;22;1;5;8212;1;1;2;0
8;2;1;26;2;4;7224;1;4;2;0
11;3;1;40;3;5;9333;1;1;5;0
9;3;2;36;3;5;5221;1;1;5;12443.1861363636
8;2;2;41;3;5;7115;1;4;2;13977.12
11;3;1;42;3;2;5211;3;2;5;0
9;3;2;30;2;2;6121;4;2;1;0
9;3;1;80;7;4;6111;3;2;1;0
9;3;1;31;2;2;6111;1;1;1;0
9;3;2;61;5;3;6111;4;2;1;2332.66666666667
11;3;1;35;3;3;9629;1;1;2;16124.64
11;3;2;44;3;5;9629;1;1;2;2554.48
7;2;1;48;4;5;7413;1;1;3;20614.03
9;3;1;58;5;4;6114;3;2;1;0
11;3;1;28;2;5;9629;1;1;2;0
9;3;1;38;3;4;6111;1;1;1;10128.5714285714
11;3;2;34;2;3;9112;1;1;6;7519.26
9;3;2;45;4;4;8141;1;1;2;22932.28
9;3;1;39;3;3;6121;1;1;1;4400
8;2;2;20;1;5;7512;1;4;2;9909.96
9;3;1;63;5;4;6112;3;2;1;925
9;3;2;59;5;3;6121;4;2;1;0
8;2;1;37;3;4;7112;1;1;3;14613.35625
9;3;1;59;5;3;6113;3;2;1;0
6;2;1;34;2;7;2636;1;1;5;20870.615
8;2;2;35;3;6;3253;1;1;6;17443.1066666667
9;3;2;57;5;3;6121;4;2;1;0
9;3;1;50;4;4;6111;1;1;1;12637.66
9;3;1;23;1;4;6111;1;1;1;5866.66666666667
9;3;2;44;3;2;6121;3;2;7;0
9;3;1;24;1;2;6121;3;2;7;0
9;3;1;72;6;3;6111;3;2;1;0
9;3;1;43;3;5;6121;4;2;7;66000
11;3;2;39;3;5;5212;1;1;5;9816
9;3;1;71;6;4;6130;3;2;1;10480.1723076923
9;3;1;42;3;5;8341;1;4;1;15318.24
9;3;1;61;5;2;6121;3;2;1;0
9;3;2;58;5;3;6121;4;2;1;0
9;3;2;59;5;3;6121;4;2;1;0
9;3;1;24;1;3;7532;1;1;2;0
9;3;1;75;7;4;6130;4;2;1;10905
9;3;1;27;2;2;6130;4;2;1;2723.33333333333
9;3;1;34;2;4;7536;1;1;2;0
6;2;2;30;2;7;2631;1;1;6;26387.1916666667
6;2;2;27;2;7;2211;3;2;6;23026.32
9;3;1;51;4;5;6130;4;2;1;4315.72222222222
9;3;2;46;4;5;5311;1;1;6;10136.4
9;3;2;26;2;3;5221;1;4;4;10794.9171428571
9;3;1;67;6;2;6113;3;2;1;0
8;2;1;24;1;3;7231;1;1;2;7460
9;3;1;31;2;3;7114;1;1;2;24689.76
9;3;2;65;6;2;6113;3;2;1;0
9;3;1;41;3;4;6121;1;1;1;8167.42666666667
9;3;1;30;2;2;6121;1;1;1;0
9;3;1;25;2;2;6121;1;1;1;0
9;3;1;36;3;2;6121;1;1;1;0
9;3;1;67;6;3;6113;3;2;1;0
9;3;2;60;5;3;6111;4;2;1;2332.66666666667
7;2;1;53;4;5;3115;1;1;2;0
9;3;1;40;3;3;6121;1;1;1;4400
9;3;2;37;3;3;6121;4;2;1;0
9;3;2;43;3;3;7531;1;1;2;11579.888
9;3;1;22;1;5;8322;1;1;2;15839.034
9;3;2;42;3;3;6111;3;2;1;4500
9;3;1;35;3;3;6121;3;2;1;4400
9;3;1;21;1;4;6121;3;2;1;0
9;3;1;25;2;3;6111;1;1;1;2506.25
11;3;2;36;3;3;9112;1;1;5;9652.6525
8;2;1;44;3;4;7233;1;1;1;9283.405
11;3;2;71;6;1;9214;4;2;1;0
9;3;1;33;2;4;6111;1;1;1;1650
9;3;2;33;2;7;6121;4;2;1;0
9;3;1;67;6;2;6114;3;2;1;0
9;3;2;55;5;3;5321;1;1;6;6348.48
9;3;1;76;7;2;6113;3;2;1;0
9;3;1;49;4;4;6111;1;1;1;12637.66
9;3;2;33;2;3;6111;1;1;1;0
9;3;2;76;7;2;6112;3;2;1;0
9;3;1;60;5;4;6130;3;2;1;5582.48930232558
9;3;2;52;4;5;5221;1;1;5;12250.9589189189
9;3;2;76;7;3;6111;3;2;1;2520
11;3;1;47;4;4;9629;1;1;3;15289.7866666667
9;3;1;71;6;3;6113;3;2;1;0
11;3;1;50;4;4;9629;1;4;3;15289.7866666667
9;3;2;58;5;3;6121;4;2;1;0
9;3;1;71;6;2;6114;3;2;1;0
9;3;1;47;4;4;6130;3;2;1;4241.74530612245
11;3;2;39;3;4;9112;1;1;6;10416.63
9;3;1;79;7;2;6111;3;2;1;0
9;3;1;76;7;2;6130;3;2;1;5819.86666666667
9;3;1;40;3;5;6111;1;1;1;3800
9;3;2;39;3;5;6111;3;2;1;0
9;3;1;56;5;5;6111;3;2;1;6000
8;2;2;52;4;3;7522;1;1;2;0
9;3;1;25;2;5;6111;3;2;1;0
9;3;2;60;5;3;6121;4;2;1;0
8;2;1;39;3;4;7126;1;1;3;16235.4185714286
9;3;2;39;3;5;8212;1;1;2;15139.31
9;3;1;63;5;5;6114;3;2;1;0
9;3;1;40;3;5;8344;1;1;2;0
9;3;2;36;3;5;5221;1;1;5;12443.1861363636
9;3;1;46;4;5;6111;3;2;1;14525
9;3;1;50;4;5;6111;3;2;1;14525
9;3;1;33;2;2;6121;3;2;1;0
9;3;2;85;8;5;6130;3;2;1;0
9;3;2;65;6;5;6112;3;2;1;0
9;3;2;63;5;3;6111;3;2;1;2332.66666666667
9;3;1;39;3;4;6111;1;1;1;10128.5714285714
9;3;1;45;4;5;6121;3;2;1;0
9;3;1;36;3;5;6111;4;2;1;3800
9;3;1;50;4;4;6111;4;2;1;12637.66
9;3;2;56;5;3;6111;4;2;1;2332.66666666667
9;3;1;59;5;3;6111;4;2;1;10300.8333333333
9;3;2;54;4;3;6121;4;2;1;0
9;3;1;48;4;4;6111;1;4;1;12637.66
9;3;1;30;2;5;5221;1;4;5;13516.3766666667
9;3;1;22;1;5;7114;1;1;3;0
8;2;2;21;1;5;5132;1;1;5;0
9;3;2;72;6;3;6114;3;2;1;0
9;3;1;50;4;4;6130;3;2;1;4241.74530612245
9;3;2;43;3;5;5153;1;1;6;0
8;2;1;22;1;5;4226;1;1;4;0
9;3;2;83;7;3;6111;4;2;1;2520
9;3;1;51;4;4;6130;3;2;1;4241.74530612245
9;3;2;40;3;3;6121;4;2;1;0
9;3;1;36;3;4;6130;3;2;1;6917.87907407407
11;3;1;37;3;3;9333;1;1;5;5300
9;3;2;33;2;5;6130;1;1;1;1426.8
8;2;1;41;3;4;7513;3;2;2;0
9;3;2;35;3;5;5221;1;1;5;12443.1861363636
9;3;1;39;3;5;6130;3;2;1;3831.15384615385
9;3;2;35;3;7;6121;4;2;1;0
4;2;1;38;3;5;2412;1;1;6;0
9;3;2;33;2;6;6130;1;1;1;0
9;3;1;46;4;6;6112;3;2;1;0
9;3;1;70;6;4;6113;3;2;1;0
9;3;1;59;5;5;8322;1;1;6;16383.3857142857
6;2;2;55;5;6;2221;1;1;6;20054.28
4;2;1;40;3;5;2132;1;1;1;0
6;2;2;37;3;5;2342;1;1;6;17338.9733333333
9;3;2;74;6;3;6111;3;2;1;600
9;3;1;37;3;4;6111;3;2;1;10128.5714285714
9;3;2;34;2;5;6121;4;2;1;0
9;3;1;26;2;5;6111;3;2;1;0
9;3;2;23;1;5;6111;3;2;1;0
9;3;1;58;5;3;6111;3;2;1;10300.8333333333
9;3;2;57;5;3;6114;4;2;1;0
9;3;1;70;6;3;6111;3;2;1;0
9;3;1;42;3;7;6111;1;1;6;0
9;3;1;23;1;5;6111;3;2;1;0
9;3;1;73;6;3;6130;3;2;1;7834.71125
9;3;1;47;4;3;6111;3;2;1;7950
9;3;1;53;4;3;6111;3;2;1;7950
9;3;1;44;3;3;4412;1;4;4;0
7;2;1;42;3;5;7412;3;2;5;15004.296
9;3;1;64;5;2;6111;3;2;1;0
9;3;1;30;2;4;6111;3;2;1;1650
9;3;2;32;2;3;6121;4;2;1;0
9;3;1;43;3;4;6111;3;2;1;10128.5714285714
9;3;2;36;3;3;6121;4;2;1;0
9;3;1;33;2;4;6111;3;2;1;1650
9;3;1;29;2;4;6111;3;2;1;1650
9;3;2;56;5;3;6113;3;2;1;0
9;3;1;44;3;4;6111;3;2;1;10128.5714285714
9;3;2;82;7;2;6112;4;2;1;0
9;3;1;69;6;3;6112;3;2;1;0
9;3;1;35;3;5;6111;3;2;1;3800
9;3;2;64;5;3;6121;4;2;1;0
9;3;1;49;4;3;5221;1;1;5;0
9;3;1;52;4;5;6111;1;1;1;14525
9;3;2;48;4;5;6121;4;2;1;0
9;3;1;42;3;3;6111;3;2;1;3320
9;3;1;39;3;5;6111;3;2;1;3800
9;3;1;36;3;3;6121;3;2;1;4400
9;3;2;28;2;3;6121;4;2;1;0
9;3;1;55;5;3;6130;3;2;1;5524.30303030303
9;3;1;88;8;3;6112;3;2;1;0
9;3;1;81;7;3;6111;3;2;1;0
9;3;2;48;4;3;5221;1;1;5;8585.57714285714
8;2;1;25;2;5;7522;1;1;2;8998.74
8;2;1;23;1;5;7522;1;1;2;9556.83
9;3;1;59;5;3;6111;3;2;1;10300.8333333333
9;3;1;27;2;4;6130;4;2;1;2765.34482758621
9;3;1;48;4;5;8332;1;4;2;18365.705
9;3;2;45;4;5;4412;1;1;4;14171.705
9;3;1;46;4;5;5151;1;1;2;11621.23
9;3;2;40;3;5;6130;1;1;1;2232.85702702703
11;3;2;77;7;2;9211;3;2;1;0
9;3;1;41;3;5;8332;1;1;4;19926.0794117647
9;3;1;32;2;4;6130;3;2;1;2765.34482758621
9;3;1;70;6;3;6121;3;2;1;0
9;3;1;34;2;3;6114;4;2;1;0
9;3;1;63;5;3;6121;3;2;1;0
9;3;2;57;5;3;6121;4;2;1;0
9;3;1;30;2;3;6121;3;2;1;4200
9;3;1;62;5;4;6114;3;2;1;0
9;3;1;77;7;3;6114;3;2;1;0
9;3;2;65;6;3;6121;4;2;1;0
4;2;1;42;3;5;2132;1;1;1;0
7;2;2;33;2;5;3141;1;1;5;0
9;3;1;28;2;7;8322;1;1;4;21669.72
9;3;1;65;6;4;6121;3;2;1;0
9;3;1;40;3;4;6121;4;2;1;8167.42666666667
9;3;2;39;3;5;5162;1;1;5;15113.16
9;3;1;56;5;4;6121;3;2;1;14670
9;3;2;53;4;3;6121;3;2;1;0
9;3;1;28;2;5;6121;4;2;1;0
9;3;1;33;2;4;6130;1;1;1;2765.34482758621
6;2;2;32;2;5;3343;1;1;3;0
9;3;1;32;2;7;5419;1;1;6;21449.455
6;2;2;33;2;7;2341;1;1;6;16170.683
9;3;2;59;5;3;6114;3;2;1;0
4;2;1;38;3;5;2132;1;1;1;0
9;3;2;73;6;2;6114;3;2;1;0
6;2;2;38;3;5;2262;1;1;5;0
9;3;1;40;3;4;6111;3;2;1;10128.5714285714
9;3;2;33;2;5;5221;1;1;2;11020.4273809524
1;1;1;39;3;5;1120;1;4;2;0
9;3;2;35;3;5;5230;1;1;2;16436
11;3;1;50;4;3;9333;1;1;5;14059.135
9;3;1;25;2;3;6130;4;2;1;2735.41666666667
9;3;1;63;5;3;6130;3;2;1;5524.30303030303
9;3;1;49;4;3;6130;3;2;1;3870.83582089552
6;2;2;44;3;6;2341;1;1;6;20061
8;2;2;23;1;7;5120;1;1;5;0
9;3;1;21;1;4;6130;3;2;1;1826.60714285714
9;3;1;47;4;5;6130;1;1;1;4315.72222222222
8;2;2;39;3;3;7112;1;4;3;0
9;3;1;47;4;4;5153;1;1;6;13611.4
9;3;2;41;3;3;6121;4;2;1;0
9;3;1;51;4;3;6111;3;2;1;7950
9;3;2;39;3;3;6121;4;2;1;0
9;3;1;55;5;4;6111;4;2;1;6240
9;3;1;28;2;5;6111;1;1;1;0
9;3;1;82;7;3;6111;3;2;1;0
9;3;1;32;2;4;6111;3;2;1;1650
4;2;1;56;5;3;2412;1;1;4;0
6;2;2;57;5;5;2341;1;1;6;27664.545
9;3;1;31;2;6;6111;3;2;1;0
9;3;1;36;3;5;6121;3;2;1;66000
9;3;2;31;2;3;6121;4;2;1;0
9;3;1;36;3;3;6121;3;2;1;4400
9;3;2;24;1;3;6121;3;2;1;0
9;3;1;37;3;3;5329;1;1;6;0
9;3;2;26;2;3;5329;1;1;6;0
9;3;2;75;7;3;6114;4;2;1;0
9;3;1;46;4;4;5221;1;4;5;11276.435
9;3;2;48;4;3;5221;1;1;5;8585.57714285714
9;3;1;24;1;5;6130;3;2;1;1662.5
11;3;1;35;3;5;9629;1;1;3;10464.27
8;2;1;32;2;4;7112;1;1;3;11090.2890909091
9;3;2;24;1;2;6111;3;4;1;0
8;2;1;47;4;4;7212;1;1;3;15396.1591666667
9;3;1;44;3;5;6112;3;2;1;0
9;3;2;43;3;7;5151;1;1;5;11979.96
9;3;2;38;3;3;6121;4;2;1;0
9;3;1;55;5;4;8113;1;1;2;29874.47
9;3;2;41;3;5;6112;1;1;1;0
11;3;1;59;5;2;9629;1;1;3;0
11;3;1;18;1;3;9629;1;1;2;8989.88
9;3;2;50;4;5;6121;4;2;1;0
8;2;1;26;2;4;7231;1;1;1;11792.05375
9;3;1;45;4;5;5221;3;2;5;12447.9975
9;3;2;39;3;5;5312;1;1;6;0
8;2;1;52;4;5;7233;1;1;2;18853.9333333333
9;3;2;52;4;4;6121;4;2;1;0
4;2;1;26;2;7;2132;1;1;1;21374.16
9;3;2;61;5;3;6111;4;2;1;2332.66666666667
9;3;2;39;3;2;6121;4;2;1;0
9;3;1;44;3;5;7214;1;1;3;14549.804
7;2;1;52;4;5;3113;1;1;2;15066.84
9;3;2;47;4;4;8312;1;1;4;0
9;3;2;24;1;4;5221;1;1;5;9474.9
9;3;2;35;3;6;6121;4;2;1;0
8;2;1;44;3;4;7126;1;1;2;16235.4185714286
9;3;1;20;1;5;5221;1;1;2;13938.44
11;3;1;27;2;4;9629;1;1;3;0
9;3;2;24;1;5;5221;1;1;5;10305.8809090909
11;3;1;54;4;4;9629;1;1;2;15289.7866666667
11;3;1;27;2;3;9629;1;1;3;11619.3
9;3;2;22;1;4;5221;1;1;5;9474.9
9;3;1;38;3;4;8332;1;1;4;17286.7669230769
11;3;2;34;2;4;9629;1;1;5;0
9;3;2;50;4;5;6121;4;2;1;0
11;3;1;43;3;4;9629;1;1;3;9445.68
9;3;2;37;3;4;6121;4;2;1;0
11;3;1;34;2;3;9313;1;1;3;14971.103
11;3;2;48;4;5;9629;1;1;3;10417.36
9;3;1;27;2;7;5221;1;1;5;15406.51
11;3;2;21;1;5;9629;1;1;7;0
8;2;2;48;4;5;7224;1;1;2;0
9;3;1;56;5;6;6130;3;2;1;0
6;2;2;49;4;7;2342;1;1;6;21303.2025
9;3;1;48;4;5;6111;1;1;1;14525
9;3;2;43;3;3;6111;1;1;1;4500
4;2;1;23;1;7;2142;1;1;3;22037.63
9;3;1;37;3;5;8113;1;1;2;22892.44
6;2;2;30;2;7;2330;1;1;6;15457.847037037
9;3;1;54;4;4;8322;1;1;4;16093.3232
9;3;2;50;4;4;6121;4;2;1;0
9;3;1;40;3;5;8113;1;1;2;22892.44
4;2;2;37;3;7;2412;1;1;5;23657.4
11;3;2;48;4;4;9629;1;4;5;0
4;2;1;46;4;7;2144;1;1;2;27584.8226666667
4;2;2;43;3;7;2144;1;1;2;22937.752
9;3;2;74;6;3;6130;3;2;1;4400.73743589744
9;3;2;62;5;5;6111;4;2;1;0
9;3;2;42;3;5;5221;1;1;5;12443.1861363636
9;3;1;47;4;5;8189;1;1;2;21975.9133333333
9;3;2;43;3;5;5221;1;1;5;12443.1861363636
9;3;2;51;4;5;6130;3;2;1;2800.66666666667
9;3;2;29;2;5;7531;1;4;2;11112.48
9;3;2;53;4;4;6121;4;2;1;0
6;2;2;34;2;7;2330;1;1;6;15457.847037037
11;3;1;34;2;4;9629;1;4;2;0
6;2;2;39;3;7;2330;1;1;6;20411.9082352941
11;3;1;55;5;4;5414;1;1;5;9779.555
9;3;2;55;5;5;5312;1;1;6;0
9;3;1;41;3;5;5223;1;1;5;15298.12
9;3;2;40;3;5;6111;1;1;1;0
9;3;1;42;3;5;8113;1;1;2;22892.44
9;3;2;39;3;5;4412;1;1;4;13707.68
8;2;1;39;3;4;7222;1;1;2;16420.3742857143
9;3;2;32;2;4;6121;4;2;1;0
10;3;1;52;4;4;6320;3;2;1;0
6;2;2;51;4;7;2330;1;1;6;21080.07125
11;3;2;26;2;7;9629;1;1;3;0
11;3;1;32;2;5;9629;1;1;3;0
8;2;1;46;4;4;7224;1;1;3;19694.21
9;3;2;41;3;5;5221;1;1;5;12443.1861363636
9;3;2;19;1;5;5221;1;1;5;10305.8809090909
9;3;1;39;3;5;8332;1;1;4;19926.0794117647
6;2;2;51;4;5;4110;1;1;6;17288.34
9;3;2;66;6;5;6112;4;2;1;0
8;2;1;48;4;4;7222;1;1;3;16316.58
8;2;2;44;3;5;7224;1;1;3;0
1;1;1;41;3;7;1120;1;1;2;22111.29
6;2;2;37;3;7;2631;1;1;2;24360.3742424242
11;3;1;34;2;4;9629;1;1;3;0
9;3;1;69;6;4;6114;3;2;1;0
9;3;2;64;5;5;6111;4;2;1;0
11;3;1;42;3;4;9629;1;1;3;9445.68
9;3;2;40;3;5;5221;1;1;5;12443.1861363636
9;3;1;75;7;3;6111;3;2;1;0
9;3;1;46;4;5;6111;3;2;1;14525
9;3;1;74;6;4;6113;3;2;1;0
11;3;2;35;3;3;9629;1;1;3;9224.04
9;3;1;41;3;5;7214;1;1;3;14549.804
11;3;2;43;3;5;9629;1;1;3;2554.48
9;3;1;62;5;3;6111;3;2;1;10300.8333333333
11;3;2;42;3;4;9629;1;1;3;11448
7;2;1;41;3;4;7412;1;1;2;16693.6885714286
9;3;2;39;3;4;5223;1;1;5;0
11;3;1;52;4;4;9629;1;1;1;15289.7866666667
9;3;2;75;7;2;6112;3;2;1;0
11;3;2;34;2;5;9629;1;1;2;0
7;2;2;37;3;5;7412;1;1;2;15156.0875
11;3;1;24;1;5;9112;1;1;6;0
9;3;1;55;5;4;6111;3;2;1;6240
9;3;2;50;4;4;7214;1;1;2;12950.52
9;3;1;59;5;4;8113;1;1;2;29874.47
9;3;2;55;5;3;6112;1;1;1;0
9;3;1;35;3;5;6111;1;4;1;3800
7;2;2;33;2;7;3313;1;1;5;15744.87
9;3;2;69;6;2;6111;3;2;1;0
9;3;2;43;3;5;6121;4;2;1;0
11;3;2;48;4;3;9629;1;1;1;13233.12
8;2;2;36;3;5;5132;1;1;5;13768.1375
9;3;1;56;5;4;8322;1;1;6;15478.65
11;3;2;76;7;1;9213;3;2;1;0
9;3;2;50;4;2;6121;4;2;1;0
9;3;1;22;1;5;6111;1;1;1;0
9;3;1;26;2;3;6111;1;1;1;2506.25
9;3;1;56;5;5;6113;3;2;1;0
8;2;1;41;3;4;7522;1;1;2;11980.732
9;3;2;31;2;4;7531;1;1;2;11916.5066666667
9;3;1;73;6;3;6113;4;2;1;0
9;3;1;73;6;2;6114;3;2;1;0
9;3;1;60;5;2;6130;3;2;1;4665.194
9;3;2;33;2;4;6121;4;2;1;0
11;3;1;43;3;5;9629;1;1;3;10464.27
6;2;2;32;2;7;2341;1;1;6;16170.683
11;3;1;40;3;4;9629;3;4;1;9445.68
11;3;2;40;3;5;9629;1;1;1;2554.48
9;3;1;22;1;5;6111;3;2;1;0
11;3;2;32;2;5;9629;1;1;1;0
9;3;1;53;4;5;6111;3;2;1;14525
11;3;1;53;4;5;9629;1;1;5;7747.98
9;3;1;80;7;3;6130;3;2;1;6337
9;3;1;55;5;5;6130;3;2;1;7307.02909090909
9;3;1;60;5;4;6111;3;2;1;6240
11;3;1;30;2;4;9629;1;1;2;0
11;3;2;28;2;5;9629;1;1;1;0
9;3;1;69;6;2;6112;3;2;1;0
9;3;2;60;5;3;6111;4;2;1;2332.66666666667
9;3;1;65;6;2;6114;3;2;1;0
11;3;1;48;4;2;9629;1;1;2;2100
9;3;2;44;3;1;6121;4;2;1;0
9;3;2;59;5;5;6111;4;2;1;0
8;2;1;38;3;5;7315;1;1;2;0
9;3;2;38;3;5;5221;1;1;5;12443.1861363636
9;3;1;36;3;4;5223;1;1;5;0
9;3;2;27;2;4;8156;1;1;2;13142.34
9;3;2;58;5;4;6121;4;2;1;0
9;3;1;28;2;6;6111;1;1;1;0
9;3;2;52;4;4;6121;4;2;1;0
7;2;1;25;2;4;7412;1;1;2;0
4;2;1;26;2;7;2149;1;1;3;28941.6175
9;3;2;57;5;6;5221;1;1;5;0
9;3;2;31;2;4;5221;1;1;5;10680.2709090909
8;2;1;55;5;4;5411;1;1;2;0
11;3;1;25;2;5;9629;1;1;5;0
9;3;1;25;2;4;6111;1;1;1;1650
