year,Age,Sex,poverty,Income_EQ,civil_status,Education,Occup,area_resid,family_size,REG
2011,31,1,1,8843,2,7,1,1,2,RO12
2011,88,2,1,8843,4,3,6,1,2,RO12
2011,86,2,0,16190,4,2,6,1,1,RO12
2011,68,1,1,12433,1,3,6,1,2,RO12
2011,63,2,1,12433,1,6,1,1,2,RO12
2011,54,2,1,6560,5,6,1,1,2,RO12
2011,24,2,1,6560,2,6,7,1,2,RO12
2011,59,1,1,3300,2,4,5,1,1,RO12
2011,65,2,1,11084,5,6,6,1,1,RO12
2011,51,1,1,11587,1,6,1,1,3,RO12
2011,18,1,1,11587,2,3,7,1,3,RO12
2011,48,2,1,11587,1,4,1,1,3,RO12
2011,42,1,0,15236,1,8,1,1,3,RO12
2011,11,2,0,15236,0,0,0,1,3,RO12
2011,39,2,0,15236,1,8,1,1,3,RO12
2011,50,2,1,11660,2,7,1,1,1,RO12
2011,71,1,0,15371,1,4,6,1,2,RO12
2011,67,2,0,15371,1,3,6,1,2,RO12
2011,63,1,1,14443,4,4,6,1,2,RO12
2011,33,2,0,14443,2,9,3,1,2,RO12
2011,35,1,0,13225,1,9,1,1,1,RO12
2011,61,1,0,18620,1,7,6,1,2,RO12
2011,58,2,0,18620,1,7,6,1,2,RO12
2011,50,1,0,19778,1,4,1,1,3,RO12
2011,21,1,0,19778,2,6,7,1,3,RO12
2011,47,2,0,19778,1,7,1,1,3,RO12
2011,35,1,0,23147,1,8,1,1,3,RO12
2011,3,2,0,23147,0,0,0,1,3,RO12
2011,35,2,0,23147,1,11,1,1,3,RO12
2011,26,2,0,11300,2,12,3,1,1,RO12
2011,60,1,0,14497,1,9,1,1,3,RO12
2011,14,2,1,14497,0,0,0,1,3,RO12
2011,53,2,0,14497,1,9,1,1,3,RO12
2011,59,1,0,17867,1,9,1,1,2,RO12
2011,55,2,0,17867,1,6,1,1,2,RO12
2011,55,1,1,13825,1,4,1,1,3,RO12
2011,53,2,1,13825,1,6,4,1,3,RO12
2011,24,2,1,13825,1,6,1,1,3,RO12
2011,62,1,0,15700,1,7,6,1,2,RO12
2011,61,2,0,15700,1,6,6,1,2,RO12
2011,25,1,1,4465,2,4,3,1,4,RO12
2011,54,2,1,4465,4,3,1,1,4,RO12
2011,24,2,1,4465,2,6,7,1,4,RO12
2011,47,1,1,5214,1,6,5,1,4,RO12
2011,42,2,1,5214,1,6,1,1,4,RO12
2011,22,2,1,5214,2,6,7,1,4,RO12
2011,18,2,1,5214,2,3,7,1,4,RO12
2011,28,1,1,11170,2,6,1,1,1,RO12
2011,17,1,0,15007,1,3,7,1,4,RO12
2011,52,1,0,15007,1,9,1,1,4,RO12
2011,18,1,0,15007,2,3,7,1,4,RO12
2011,49,2,0,15007,1,6,7,1,4,RO12
2011,64,1,1,8169,4,6,6,1,3,RO12
2011,18,2,1,8169,2,6,7,1,3,RO12
2011,47,1,1,7500,2,4,4,1,3,RO12
2011,2,2,1,7500,0,0,0,1,3,RO12
2011,34,2,1,7500,2,3,1,1,3,RO12
2011,51,1,1,12633,1,6,1,1,2,RO12
2011,48,2,1,12633,1,4,1,1,2,RO12
2011,77,2,0,16680,4,9,6,1,1,RO12
2011,79,1,1,7867,1,2,6,1,2,RO12
2011,83,2,1,7867,1,2,6,1,2,RO12
2011,58,1,1,2400,1,2,7,1,2,RO12
2011,52,2,1,2400,1,1,7,1,2,RO12
2011,31,1,1,5153,1,3,1,1,2,RO12
2011,31,2,1,5153,1,3,7,1,2,RO12
2011,62,1,1,14330,5,6,6,1,1,RO12
2011,63,1,1,13400,1,3,6,1,2,RO12
2011,60,2,1,13400,1,6,6,1,2,RO12
2011,51,1,1,5300,5,3,6,1,1,RO12
2011,77,2,1,6310,4,4,6,1,1,RO12
2011,66,1,1,8437,1,4,6,1,2,RO12
2011,62,2,1,8437,1,4,6,1,2,RO12
2011,79,1,1,4480,1,3,6,1,2,RO12
2011,66,2,1,4480,1,2,7,1,2,RO12
2011,79,1,1,9120,1,4,6,1,2,RO12
2011,77,2,1,9120,1,4,6,1,2,RO12
2011,10,1,1,14213,0,0,0,1,3,RO12
2011,40,1,0,14213,1,9,1,1,3,RO12
2011,36,2,0,14213,1,9,1,1,3,RO12
2011,8,1,1,11224,0,0,0,1,3,RO12
2011,29,1,1,11224,1,4,1,1,3,RO12
2011,41,2,1,11224,1,4,1,1,3,RO12
2011,72,1,1,14068,1,4,6,1,2,RO12
2011,64,2,1,14068,1,4,6,1,2,RO12
2011,66,2,1,11102,4,4,6,1,1,RO12
2011,15,1,0,16956,2,3,7,1,4,RO12
2011,57,1,0,16956,1,6,1,1,4,RO12
2011,73,2,0,16956,4,3,6,1,4,RO12
2011,52,2,0,16956,1,9,1,1,4,RO12
2011,46,1,1,14681,1,6,1,1,4,RO12
2011,71,2,1,14681,4,3,6,1,4,RO12
2011,14,2,1,14681,0,0,0,1,4,RO12
2011,45,2,1,14681,1,6,1,1,4,RO12
2011,56,1,1,8540,5,3,6,1,1,RO12
2011,62,1,1,9622,1,8,6,1,3,RO12
2011,61,2,1,9622,1,8,6,1,3,RO12
2011,22,2,1,9622,2,8,7,1,3,RO12
2011,3,1,1,9560,0,0,0,1,4,RO12
2011,36,1,1,9560,1,4,1,1,4,RO12
2011,0,2,1,9560,0,0,0,1,4,RO12
2011,33,2,0,9560,1,9,1,1,4,RO12
2011,64,2,1,9868,4,3,6,1,1,RO12
2011,31,1,0,15729,1,6,1,1,2,RO12
2011,32,2,0,15729,1,6,3,1,2,RO12
2011,80,2,1,6780,4,3,6,1,1,RO12
2011,82,2,1,5205,4,2,6,1,1,RO12
2011,76,1,1,4300,1,3,6,1,2,RO12
2011,74,2,1,4300,1,2,7,1,2,RO12
2011,69,1,1,6987,1,3,6,1,2,RO12
2011,61,2,1,6987,1,3,6,1,2,RO12
2011,48,1,1,2700,5,7,5,1,1,RO12
2011,82,2,1,7140,4,2,6,1,1,RO12
2011,61,2,1,5450,4,3,6,1,2,RO12
2011,35,1,1,8191,0,0,0,1,4,RO12
2011,4,2,1,8191,0,0,0,1,4,RO12
2011,56,2,1,8191,4,3,6,1,4,RO12
2011,31,2,1,8191,0,0,0,1,4,RO12
2011,56,2,1,10284,3,4,1,1,1,RO12
2011,34,1,0,18317,1,4,1,1,3,RO12
2011,60,2,0,18317,4,6,1,1,3,RO12
2011,30,2,0,18317,1,4,1,1,3,RO12
2011,73,1,1,3967,1,4,6,3,2,RO12
2011,71,2,1,3967,1,4,6,3,2,RO12
2011,71,2,1,8124,4,4,6,3,1,RO12
2011,65,1,1,768,1,3,5,3,4,RO12
2011,21,1,1,768,1,3,5,3,4,RO12
2011,55,2,1,768,1,3,5,3,4,RO12
2011,18,2,1,768,1,3,7,3,4,RO12
2011,42,1,1,600,1,1,5,3,2,RO12
2011,38,2,1,600,1,3,7,3,2,RO12
2011,3,1,1,14959,0,0,0,3,6,RO12
2011,58,1,1,14959,5,7,6,3,6,RO12
2011,32,1,1,14959,1,4,1,3,6,RO12
2011,84,2,1,14959,4,2,6,3,6,RO12
2011,58,2,1,14959,5,7,6,3,6,RO12
2011,27,2,1,14959,1,6,1,3,6,RO12
2011,14,1,1,1827,0,0,0,3,3,RO12
2011,55,1,1,1827,1,4,5,3,3,RO12
2011,44,2,1,1827,1,3,7,3,3,RO12
2011,66,1,1,5490,1,2,7,3,7,RO12
2011,41,1,1,5490,1,4,3,3,7,RO12
2011,67,2,1,5490,1,3,7,3,7,RO12
2011,17,2,1,5490,2,3,7,3,7,RO12
2011,14,2,1,5490,0,0,0,3,7,RO12
2011,12,2,1,5490,0,0,0,3,7,RO12
2011,38,2,1,5490,1,4,7,3,7,RO12
2011,69,1,1,2919,1,4,6,3,2,RO12
2011,64,2,1,2919,1,3,7,3,2,RO12
2011,50,1,1,1157,1,4,5,3,3,RO12
2011,9,2,1,1157,0,0,0,3,3,RO12
2011,38,2,1,1157,1,6,7,3,3,RO12
2011,83,2,1,4395,4,1,7,3,1,RO12
2011,56,1,1,2735,2,2,5,3,1,RO12
2011,66,2,1,187,4,3,7,3,1,RO12
2011,75,2,1,4280,4,3,6,3,1,RO12
2011,68,1,1,5250,4,3,6,3,1,RO12
2011,66,2,1,4285,4,3,6,3,1,RO12
2011,52,1,1,6700,1,4,1,3,2,RO12
2011,50,2,1,6700,1,4,7,3,2,RO12
2011,74,1,1,10030,4,3,6,3,1,RO12
2011,64,1,1,10127,1,3,6,3,2,RO12
2011,63,2,1,10127,1,3,6,3,2,RO12
2011,76,2,1,4150,4,3,6,3,1,RO12
2011,80,1,1,5967,2,3,6,3,2,RO12
2011,85,2,1,5967,2,2,6,3,2,RO12
2011,72,1,1,8447,1,3,6,3,2,RO12
2011,64,2,1,8447,1,4,6,3,2,RO12
2011,47,1,1,4302,1,4,2,3,3,RO12
2011,42,2,1,4302,1,4,7,3,3,RO12
2011,18,2,1,4302,2,3,7,3,3,RO12
2011,87,1,1,5560,1,3,6,3,2,RO12
2011,82,2,1,5560,1,3,6,3,2,RO12
2011,70,1,1,5860,1,3,6,3,2,RO12
2011,63,2,1,5860,1,3,7,3,2,RO12
2011,8,1,0,19452,0,0,0,3,4,RO12
2011,40,1,0,19452,1,4,1,3,4,RO12
2011,3,2,0,19452,0,0,0,3,4,RO12
2011,38,2,0,19452,1,6,1,3,4,RO12
2011,55,1,1,13833,1,6,2,3,2,RO12
2011,54,2,1,13833,1,6,1,3,2,RO12
2011,83,1,1,6310,4,4,6,3,1,RO12
2011,8,1,1,14117,0,0,0,3,3,RO12
2011,35,1,1,14117,1,4,1,3,3,RO12
2011,33,2,1,14117,1,6,5,3,3,RO12
2011,72,1,1,7450,4,4,6,3,1,RO12
2011,13,1,1,4064,0,0,0,3,6,RO12
2011,11,1,1,4064,0,0,0,3,6,RO12
2011,34,1,1,4064,1,4,1,3,6,RO12
2011,16,2,1,4064,2,3,7,3,6,RO12
2011,9,2,1,4064,0,0,0,3,6,RO12
2011,33,2,1,4064,1,1,5,3,6,RO12
2011,82,1,1,7016,4,4,6,3,1,RO12
2011,75,1,1,10618,1,4,6,3,6,RO12
2011,17,1,1,10618,2,3,7,3,6,RO12
2011,12,1,1,10618,0,0,0,3,6,RO12
2011,41,1,1,10618,1,4,1,3,6,RO12
2011,71,2,1,10618,1,3,5,3,6,RO12
2011,42,2,1,10618,1,6,1,3,6,RO12
2011,7,1,1,9269,0,0,0,3,4,RO12
2011,46,1,1,9269,1,4,1,3,4,RO12
2011,3,2,1,9269,0,0,0,3,4,RO12
2011,45,2,1,9269,1,4,1,3,4,RO12
2011,79,2,1,6903,4,3,6,3,1,RO12
2011,76,1,1,8628,1,4,6,3,2,RO12
2011,77,2,1,8628,1,2,6,3,2,RO12
2011,17,2,1,3952,2,3,7,3,3,RO12
2011,52,2,1,3952,4,6,3,3,3,RO12
2011,19,2,1,3952,2,6,7,3,3,RO12
2011,67,1,1,6151,1,6,6,3,2,RO12
2011,64,2,1,6151,1,6,7,3,2,RO12
2011,54,1,1,7353,1,6,1,3,2,RO12
2011,49,2,1,7353,1,6,7,3,2,RO12
2011,71,2,1,4148,4,2,6,3,1,RO12
2011,14,1,1,3973,0,0,0,3,4,RO12
2011,43,1,1,3973,1,6,1,3,4,RO12
2011,13,2,1,3973,0,0,0,3,4,RO12
2011,36,2,1,3973,1,6,7,3,4,RO12
2011,70,1,1,10191,1,4,6,3,2,RO12
2011,71,2,1,10191,1,3,6,3,2,RO12
2011,38,1,1,5171,1,6,1,3,4,RO12
2011,11,2,1,5171,0,0,0,3,4,RO12
2011,6,2,1,5171,0,0,0,3,4,RO12
2011,35,2,1,5171,1,6,7,3,4,RO12
2011,64,2,1,3518,4,3,6,3,1,RO12
2011,58,1,1,8961,2,1,7,3,2,RO12
2011,54,1,1,8961,2,3,6,3,2,RO12
2011,80,2,1,4640,4,2,5,3,1,RO12
2011,86,2,1,5125,4,2,6,3,1,RO12
2011,38,1,1,7009,1,4,1,3,3,RO12
2011,10,2,1,7009,0,0,0,3,3,RO12
2011,35,2,1,7009,1,4,5,3,3,RO12
2011,59,1,1,8090,2,4,6,3,1,RO12
2011,53,1,1,11723,1,4,1,3,3,RO12
2011,20,1,1,11723,2,6,1,3,3,RO12
2011,51,2,1,11723,1,4,7,3,3,RO12
2011,7,1,1,10976,0,0,0,3,4,RO12
2011,41,1,1,10976,1,4,1,3,4,RO12
2011,46,2,1,10976,1,4,1,3,4,RO12
2011,20,2,1,10976,2,6,7,3,4,RO12
2011,5,1,1,7549,0,0,0,3,4,RO12
2011,33,1,1,7549,1,4,1,3,4,RO12
2011,3,2,1,7549,0,0,0,3,4,RO12
2011,30,2,1,7549,1,6,7,3,4,RO12
2011,77,1,1,6673,1,3,6,3,2,RO12
2011,72,2,1,6673,1,3,5,3,2,RO12
2011,66,2,1,10367,4,3,6,3,2,RO12
2011,32,2,1,10367,2,6,1,3,2,RO12
2011,78,2,1,5500,4,2,6,3,1,RO12
2011,76,1,1,6705,1,3,6,3,2,RO12
2011,71,2,1,6705,1,3,5,3,2,RO12
2011,62,1,0,19600,1,9,6,1,2,RO42
2011,59,2,0,19600,1,6,6,1,2,RO42
2011,62,1,0,23407,1,9,1,1,2,RO42
2011,64,2,0,23407,1,9,6,1,2,RO42
2011,56,2,1,10911,2,7,1,1,1,RO42
2011,51,1,0,11861,1,9,1,1,4,RO42
2011,22,1,1,11861,2,6,7,1,4,RO42
2011,21,1,1,11861,2,6,7,1,4,RO42
2011,44,2,1,11861,1,6,1,1,4,RO42
2011,76,2,1,10700,4,6,6,1,1,RO42
2011,24,1,0,5533,2,12,7,1,2,RO42
2011,65,2,1,5533,4,4,6,1,2,RO42
2011,86,1,1,10750,4,4,6,1,1,RO42
2011,59,2,0,10700,5,9,6,1,1,RO42
2011,32,1,1,8811,2,4,1,1,1,RO42
2011,91,1,1,9833,1,7,6,1,2,RO42
2011,83,2,1,9833,1,2,7,1,2,RO42
2011,10,1,0,15431,0,0,0,1,3,RO42
2011,36,1,0,15431,1,9,1,1,3,RO42
2011,35,2,0,15431,1,9,1,1,3,RO42
2011,70,1,1,12633,1,6,6,1,2,RO42
2011,67,2,1,12633,1,6,6,1,2,RO42
2011,46,1,0,17942,1,6,4,1,3,RO42
2011,43,2,0,17942,1,8,1,1,3,RO42
2011,24,2,0,17942,2,9,1,1,3,RO42
2011,52,1,1,14886,1,4,1,1,3,RO42
2011,51,2,1,14886,1,6,3,1,3,RO42
2011,32,2,0,14886,2,9,1,1,3,RO42
2011,76,2,0,14350,4,9,6,1,1,RO42
2011,10,1,1,11267,0,0,0,1,4,RO42
2011,38,1,1,11267,1,6,1,1,4,RO42
2011,64,2,1,11267,4,6,6,1,4,RO42
2011,34,2,0,11267,1,9,3,1,4,RO42
2011,43,2,1,4769,5,6,4,1,2,RO42
2011,18,2,1,4769,2,3,7,1,2,RO42
2011,55,2,1,10332,5,6,6,1,2,RO42
2011,23,2,0,10332,2,9,1,1,2,RO42
2011,57,1,1,5700,1,4,7,1,2,RO42
2011,61,2,1,5700,1,4,6,1,2,RO42
2011,58,2,1,12926,2,6,1,1,1,RO42
2011,42,1,1,8761,2,6,1,1,1,RO42
2011,78,2,1,4200,4,2,6,1,1,RO42
2011,52,1,1,11681,1,4,1,1,2,RO42
2011,48,2,1,11681,1,5,1,1,2,RO42
2011,41,1,1,10113,1,6,1,1,3,RO42
2011,16,2,1,10113,2,3,7,1,3,RO42
2011,41,2,1,10113,1,6,1,1,3,RO42
2011,75,1,1,10750,4,4,6,1,1,RO42
2011,85,1,1,10560,1,2,6,1,4,RO42
2011,69,1,1,10560,1,6,6,1,4,RO42
2011,62,2,1,10560,1,3,6,1,4,RO42
2011,83,2,1,10560,1,3,6,1,4,RO42
2011,73,1,1,11133,1,4,6,1,2,RO42
2011,65,2,1,11133,1,6,6,1,2,RO42
2011,65,1,1,13831,1,6,6,1,3,RO42
2011,31,1,0,13831,2,9,1,1,3,RO42
2011,63,2,1,13831,1,6,6,1,3,RO42
2011,48,1,1,9636,1,6,2,1,3,RO42
2011,42,2,1,9636,1,6,1,1,3,RO42
2011,22,2,1,9636,2,8,7,1,3,RO42
2011,62,2,1,8350,4,3,6,1,1,RO42
2011,52,1,1,10911,2,4,1,1,2,RO42
2011,40,2,1,10911,2,3,1,1,2,RO42
2011,56,2,1,5007,5,6,1,1,2,RO42
2011,19,2,1,5007,2,6,7,1,2,RO42
2011,71,2,1,5280,4,3,6,1,1,RO42
2011,15,1,1,9409,2,3,7,1,3,RO42
2011,38,1,1,9409,2,4,1,1,3,RO42
2011,41,2,1,9409,2,6,1,1,3,RO42
2011,64,1,1,9569,2,4,1,1,1,RO42
2011,23,1,1,8603,2,6,7,1,4,RO42
2011,13,2,1,8603,0,0,0,1,4,RO42
2011,49,2,1,8603,5,6,2,1,4,RO42
2011,27,2,1,8603,2,6,7,1,4,RO42
2011,72,1,1,11508,4,4,6,1,1,RO42
2011,65,1,1,10669,1,3,6,1,2,RO42
2011,63,2,1,10669,1,4,6,1,2,RO42
2011,53,1,1,13663,1,4,1,1,2,RO42
2011,42,2,1,13663,1,4,1,1,2,RO42
2011,81,2,1,8096,4,4,6,1,1,RO42
2011,76,2,1,7530,4,3,6,1,1,RO42
2011,13,1,1,8824,0,0,0,1,4,RO42
2011,10,1,1,8824,0,0,0,1,4,RO42
2011,39,1,1,8824,1,4,1,1,4,RO42
2011,40,2,1,8824,1,6,1,1,4,RO42
2011,29,2,0,5807,2,9,1,1,2,RO42
2011,51,2,1,5807,5,3,7,1,2,RO42
2011,58,1,0,17133,1,4,6,1,2,RO42
2011,62,2,0,17133,1,4,6,1,2,RO42
2011,53,1,1,14142,1,6,1,1,3,RO42
2011,29,1,0,14142,2,9,1,1,3,RO42
2011,49,2,1,14142,1,6,1,1,3,RO42
2011,81,1,1,5900,4,3,6,1,1,RO42
2011,70,1,1,12733,1,4,6,1,2,RO42
2011,69,2,1,12733,1,4,6,1,2,RO42
2011,72,1,1,11133,1,3,6,1,2,RO42
2011,70,2,1,11133,1,3,6,1,2,RO42
2011,78,1,1,8300,4,3,6,1,1,RO42
2011,72,1,1,9533,1,3,6,1,2,RO42
2011,68,2,1,9533,1,3,6,1,2,RO42
2011,81,1,1,11133,1,3,6,1,2,RO42
2011,80,2,1,11133,1,3,6,1,2,RO42
2011,23,1,1,8711,2,6,1,1,1,RO42
2011,39,1,1,13048,1,6,1,1,2,RO42
2011,39,2,1,13048,1,8,1,1,2,RO42
2011,74,2,1,5900,4,3,6,1,1,RO42
2011,90,2,1,4390,4,3,6,1,1,RO42
2011,60,2,1,8350,4,4,6,1,1,RO42
2011,63,1,1,5900,3,6,6,1,1,RO42
2011,81,2,1,3500,4,3,6,1,1,RO42
2011,35,1,1,5807,1,6,1,1,2,RO42
2011,40,2,1,5807,1,6,7,1,2,RO42
2011,64,1,1,12733,1,6,6,1,2,RO42
2011,57,2,1,12733,1,6,6,1,2,RO42
2011,65,1,1,9533,1,6,6,1,2,RO42
2011,60,2,1,9533,1,6,6,1,2,RO42
2011,54,1,1,7724,1,6,6,1,4,RO42
2011,24,1,1,7724,2,6,1,1,4,RO42
2011,27,1,1,7724,2,8,7,1,4,RO42
2011,48,2,1,7724,1,6,7,1,4,RO42
2011,81,2,1,5900,4,3,6,1,1,RO42
2011,79,2,1,8120,4,2,6,1,1,RO42
2011,43,2,1,8561,3,6,1,1,1,RO42
2011,71,1,1,8120,4,3,6,1,1,RO42
2011,41,1,0,16648,1,6,1,1,2,RO42
2011,35,2,0,16648,1,6,1,1,2,RO42
2011,13,1,1,7892,0,0,0,1,3,RO42
2011,54,1,1,7892,4,4,1,1,3,RO42
2011,76,2,1,7892,4,2,6,1,3,RO42
2011,7,1,1,5723,0,0,0,1,4,RO42
2011,37,1,1,5723,1,6,1,1,4,RO42
2011,11,2,1,5723,0,0,0,1,4,RO42
2011,33,2,1,5723,1,6,7,1,4,RO42
2011,42,1,1,8811,1,4,2,1,3,RO42
2011,18,1,1,8811,2,6,7,1,3,RO42
2011,40,2,1,8811,1,6,1,1,3,RO42
2011,75,1,1,15000,4,4,6,1,1,RO42
2011,77,1,1,14840,4,4,6,1,1,RO42
2011,72,2,1,10570,4,3,6,1,1,RO42
2011,13,1,1,2339,0,0,0,1,4,RO42
2011,9,1,1,2339,0,0,0,1,4,RO42
2011,38,1,1,2339,1,3,1,1,4,RO42
2011,35,2,1,2339,1,3,7,1,4,RO42
2011,10,1,1,3201,0,0,0,1,6,RO42
2011,8,1,1,3201,0,0,0,1,6,RO42
2011,49,1,1,3201,1,3,1,1,6,RO42
2011,20,1,1,3201,2,6,1,1,6,RO42
2011,16,2,1,3201,2,3,7,1,6,RO42
2011,42,2,1,3201,1,3,7,1,6,RO42
2011,70,1,1,6333,1,3,6,1,2,RO42
2011,69,2,1,6333,1,3,6,1,2,RO42
2011,55,1,1,4341,1,4,1,1,2,RO42
2011,55,2,1,4341,1,4,1,1,2,RO42
2011,22,1,1,3150,2,6,7,1,1,RO42
2011,22,1,1,3150,2,6,7,1,1,RO42
2011,30,1,1,10215,1,6,1,1,2,RO42
2011,28,2,1,10215,1,6,1,1,2,RO42
2011,67,1,1,12733,1,3,6,1,2,RO42
2011,67,2,1,12733,1,3,6,1,2,RO42
2011,70,1,1,5900,4,3,6,1,1,RO42
2011,62,1,1,11133,1,3,6,1,2,RO42
2011,62,2,1,11133,1,3,6,1,2,RO42
2011,68,2,1,10700,4,4,6,1,1,RO42
2011,64,1,1,5800,1,3,6,1,2,RO42
2011,63,2,1,5800,1,3,6,1,2,RO42
2011,53,1,1,8815,1,5,1,1,2,RO42
2011,51,2,1,8815,1,6,1,1,2,RO42
2011,86,2,1,4200,4,2,6,1,1,RO42
2011,28,1,1,6361,2,6,1,1,1,RO42
2011,56,1,1,6611,4,3,1,1,1,RO42
2011,61,1,1,6611,2,3,1,1,1,RO42
2011,69,1,1,6900,2,3,6,1,1,RO42
2011,71,2,1,8100,4,3,6,1,1,RO42
2011,39,1,1,5411,3,6,1,1,1,RO42
2011,44,1,1,5140,2,6,1,1,1,RO42
2011,85,2,1,11207,4,2,7,3,2,RO42
2011,42,2,0,11207,5,9,1,3,2,RO42
2011,64,2,1,8400,4,3,6,3,1,RO42
2011,70,1,1,21674,1,3,6,3,5,RO42
2011,38,1,1,21674,2,6,1,3,5,RO42
2011,36,1,1,21674,2,6,1,3,5,RO42
2011,64,2,1,21674,1,3,7,3,5,RO42
2011,37,2,1,21674,2,6,7,3,5,RO42
2011,60,2,1,10800,4,6,6,3,1,RO42
2011,47,1,0,16161,4,3,2,3,1,RO42
2011,55,1,1,10707,1,3,1,3,2,RO42
2011,59,2,1,10707,1,3,7,3,2,RO42
2011,76,2,1,0,4,2,7,3,1,RO42
2011,30,1,0,16161,2,6,1,3,1,RO42
2011,84,2,1,4100,2,1,6,3,1,RO42
2011,63,1,1,4127,1,4,6,3,2,RO42
2011,50,2,1,4127,1,3,7,3,2,RO42
2011,81,2,1,4150,4,1,6,3,1,RO42
2011,84,2,1,4940,4,1,6,3,1,RO42
2011,37,1,1,11207,1,6,3,3,2,RO42
2011,32,2,1,11207,1,7,1,3,2,RO42
2011,42,1,1,5950,3,3,4,3,1,RO42
2011,78,1,1,5950,4,2,6,3,1,RO42
2011,78,2,1,3500,4,2,6,3,1,RO42
2011,64,1,1,3545,4,3,6,3,1,RO42
2011,47,1,1,4900,1,3,3,3,3,RO42
2011,20,1,1,4900,2,6,7,3,3,RO42
2011,43,2,1,4900,1,3,3,3,3,RO42
2011,71,1,1,4733,1,3,6,3,2,RO42
2011,62,2,1,4733,1,3,6,3,2,RO42
2011,79,2,1,3555,4,2,6,3,1,RO42
2011,55,1,1,5500,1,3,6,3,2,RO42
2011,41,2,1,5500,1,3,7,3,2,RO42
2011,63,2,1,5900,4,3,6,3,1,RO42
2011,38,1,1,7275,1,4,1,3,2,RO42
2011,40,2,1,7275,1,4,1,3,2,RO42
2011,71,2,1,5940,4,3,6,3,1,RO42
2011,60,1,1,3687,1,3,6,3,2,RO42
2011,58,2,1,3687,1,3,7,3,2,RO42
2011,66,1,1,6347,1,3,6,3,2,RO42
2011,63,2,1,6347,1,3,6,3,2,RO42
2011,60,1,1,5950,4,3,6,3,1,RO42
2011,58,1,1,10640,1,6,3,3,2,RO42
2011,52,2,1,10640,1,6,3,3,2,RO42
2011,16,1,1,5228,2,3,7,3,5,RO42
2011,52,1,1,5228,1,3,1,3,5,RO42
2011,23,1,1,5228,2,6,1,3,5,RO42
2011,42,2,1,5228,1,3,1,3,5,RO42
2011,19,2,1,5228,2,6,7,3,5,RO42
2011,34,1,1,6955,1,4,1,3,3,RO42
2011,7,2,1,6955,0,0,0,3,3,RO42
2011,28,2,1,6955,1,4,1,3,3,RO42
2011,37,1,1,637,2,4,1,3,2,RO42
2011,59,2,1,637,4,3,7,3,2,RO42
2011,79,2,1,3500,4,2,6,3,1,RO42
2011,48,1,1,5826,1,4,1,3,5,RO42
2011,24,1,1,5826,2,6,1,3,5,RO42
2011,23,1,1,5826,2,6,1,3,5,RO42
2011,48,2,1,5826,1,6,7,3,5,RO42
2011,20,2,1,5826,2,6,7,3,5,RO42
2011,58,2,1,4994,4,3,6,3,1,RO42
2011,49,1,1,6181,1,4,4,3,3,RO42
2011,39,2,1,6181,1,4,1,3,3,RO42
2011,21,2,1,6181,2,6,7,3,3,RO42
2011,55,1,1,7391,1,4,3,3,2,RO42
2011,48,2,1,7391,1,3,6,3,2,RO42
2011,61,1,1,3551,1,2,7,3,11,RO42
2011,4,1,1,3551,0,0,0,3,11,RO42
2011,20,1,1,3551,2,3,7,3,11,RO42
2011,32,1,1,3551,1,2,7,3,11,RO42
2011,14,2,1,3551,0,0,0,3,11,RO42
2011,12,2,1,3551,0,0,0,3,11,RO42
2011,52,2,1,3551,1,1,7,3,11,RO42
2011,32,2,1,3551,1,3,1,3,11,RO42
2011,30,2,1,3551,5,3,1,3,11,RO42
2011,25,2,1,3551,2,3,7,3,11,RO42
2011,23,2,1,3551,2,3,1,3,11,RO42
2011,80,1,1,9786,4,4,6,3,1,RO42
2011,75,1,1,6931,1,2,6,3,5,RO42
2011,52,1,1,6931,1,4,1,3,5,RO42
2011,72,2,1,6931,1,2,6,3,5,RO42
2011,42,2,1,6931,1,5,1,3,5,RO42
2011,21,2,1,6931,2,6,7,3,5,RO42
2011,75,1,1,10125,1,6,6,3,2,RO42
2011,73,2,1,10125,1,2,6,3,2,RO42
2011,56,1,1,7711,1,6,1,3,3,RO42
2011,28,1,0,7711,2,12,1,3,3,RO42
2011,48,2,1,7711,1,6,7,3,3,RO42
2011,16,1,1,3606,2,3,7,3,3,RO42
2011,35,1,1,3606,1,6,1,3,3,RO42
2011,36,2,1,3606,1,6,7,3,3,RO42
2011,87,1,1,6000,4,3,6,3,1,RO42
2011,75,2,1,3600,4,3,6,3,1,RO42
2011,75,1,1,4800,1,3,6,3,2,RO42
2011,71,2,1,4800,1,3,6,3,2,RO42
2011,75,1,1,6000,4,3,6,3,1,RO42
2011,72,2,1,6000,4,6,6,3,1,RO42
2011,71,1,1,6600,4,6,6,3,1,RO42
2011,71,1,1,6000,4,6,6,3,1,RO42
2011,73,2,1,6000,4,3,6,3,1,RO42
2011,73,2,1,6000,4,3,6,3,1,RO42
2011,70,1,1,6000,4,6,6,3,1,RO42
2011,17,1,1,6252,2,3,7,3,4,RO42
2011,42,1,1,6252,1,4,1,3,4,RO42
2011,16,2,1,6252,2,3,7,3,4,RO42
2011,35,2,1,6252,1,6,1,3,4,RO42
2011,41,1,1,6907,1,4,1,3,3,RO42
2011,18,1,1,6907,2,6,7,3,3,RO42
2011,37,2,1,6907,1,4,1,3,3,RO42
2011,66,1,1,12581,1,4,6,3,3,RO42
2011,39,1,1,12581,2,4,1,3,3,RO42
