year,Age,Sex,poverty,Income_EQ,civil_status,Education,Occup,area_resid,family_size,REG
2011,69,1,1,5235,4,2,6,3,1,RO11
2011,74,2,1,6524,4,2,6,3,1,RO11
2011,50,1,1,6193,1,3,1,3,2,RO11
2011,46,2,1,6193,1,3,7,3,2,RO11
2011,72,2,1,8098,4,2,6,3,1,RO11
2011,44,1,1,10850,5,6,1,3,1,RO11
2011,59,2,1,4350,4,3,6,3,1,RO11
2011,74,2,1,3600,4,1,7,3,1,RO11
2011,43,1,1,9012,1,6,5,3,4,RO11
2011,21,1,1,9012,2,6,7,3,4,RO11
2011,17,2,1,9012,2,3,7,3,4,RO11
2011,38,2,1,9012,1,5,7,3,4,RO11
2011,70,2,1,4275,4,1,6,3,1,RO11
2011,55,1,1,8699,1,4,1,1,2,RO41
2011,50,2,1,8699,1,6,7,1,2,RO41
2011,17,1,1,7438,2,3,7,1,4,RO41
2011,13,1,1,7438,0,0,0,1,4,RO41
2011,42,1,1,7438,1,6,1,1,4,RO41
2011,40,2,1,7438,1,6,7,1,4,RO41
2011,70,1,0,19439,1,9,6,1,2,RO41
2011,61,2,0,19439,1,9,6,1,2,RO41
2011,77,1,0,20476,1,9,6,1,2,RO41
2011,71,2,0,20476,1,6,6,1,2,RO41
2011,89,2,1,9044,4,6,6,1,1,RO41
2011,50,1,1,14239,1,6,1,1,2,RO41
2011,49,2,1,14239,1,6,7,1,2,RO41
2011,58,1,0,7607,1,9,4,1,3,RO41
2011,21,1,1,7607,2,6,7,1,3,RO41
2011,57,2,0,7607,1,9,1,1,3,RO41
2011,20,1,1,3050,2,6,7,1,1,RO41
2011,37,1,0,20476,1,9,1,1,3,RO41
2011,8,2,0,20476,0,0,0,1,3,RO41
2011,37,2,0,20476,1,9,1,1,3,RO41
2011,85,1,1,17458,4,3,6,1,5,RO41
2011,53,1,0,17458,1,9,1,1,5,RO41
2011,29,1,0,17458,2,9,1,1,5,RO41
2011,52,2,1,17458,1,6,1,1,5,RO41
2011,24,2,0,17458,2,9,7,1,5,RO41
2011,79,2,1,5985,4,3,6,1,1,RO41
2011,11,1,1,10003,0,0,0,1,4,RO41
2011,41,1,1,10003,1,5,1,1,4,RO41
2011,6,2,1,10003,0,0,0,1,4,RO41
2011,36,2,1,10003,1,6,7,1,4,RO41
2011,54,1,0,15194,1,6,1,1,3,RO41
2011,26,1,0,15194,2,6,1,1,3,RO41
2011,47,2,0,15194,1,6,7,1,3,RO41
2011,72,1,1,9209,1,6,6,1,2,RO41
2011,69,2,1,9209,1,6,7,1,2,RO41
2011,50,1,1,14872,5,6,1,1,1,RO41
2011,44,1,1,4756,1,6,1,1,4,RO41
2011,19,1,1,4756,2,3,7,1,4,RO41
2011,14,2,1,4756,0,0,0,1,4,RO41
2011,43,2,1,4756,1,6,7,1,4,RO41
2011,49,1,1,4941,1,6,1,1,4,RO41
2011,25,1,1,4941,2,8,7,1,4,RO41
2011,42,2,1,4941,1,6,7,1,4,RO41
2011,23,2,1,4941,2,6,7,1,4,RO41
2011,50,1,0,17882,1,9,1,1,3,RO41
2011,27,1,0,17882,2,9,1,1,3,RO41
2011,46,2,0,17882,1,6,7,1,3,RO41
2011,50,2,1,14456,5,6,1,1,1,RO41
2011,55,1,0,19368,2,6,1,1,2,RO41
2011,52,2,0,19368,2,6,1,1,2,RO41
2011,56,1,1,2780,1,5,1,1,4,RO41
2011,23,1,1,2780,2,8,7,1,4,RO41
2011,40,2,1,2780,1,5,7,1,4,RO41
2011,21,2,1,2780,2,6,7,1,4,RO41
2011,40,1,0,15021,1,7,1,1,3,RO41
2011,62,2,0,15021,4,3,6,1,3,RO41
2011,33,2,0,15021,1,8,1,1,3,RO41
2011,45,1,1,6300,1,7,1,1,4,RO41
2011,18,1,1,6300,2,3,7,1,4,RO41
2011,43,2,1,6300,1,6,1,1,4,RO41
2011,21,2,1,6300,2,8,7,1,4,RO41
2011,46,1,0,16151,1,9,1,1,3,RO41
2011,45,2,0,16151,1,9,1,1,3,RO41
2011,20,2,0,16151,2,6,7,1,3,RO41
2011,47,2,0,17800,5,6,1,1,1,RO41
2011,79,2,1,11056,4,7,6,1,1,RO41
2011,54,1,0,14410,1,9,1,1,4,RO41
2011,32,1,0,14410,2,9,7,1,4,RO41
2011,22,1,1,14410,2,6,7,1,4,RO41
2011,57,2,1,14410,1,6,6,1,4,RO41
2011,52,1,0,17454,1,11,1,1,3,RO41
2011,43,2,0,17454,1,9,1,1,3,RO41
2011,19,2,0,17454,2,6,7,1,3,RO41
2011,34,1,0,16166,2,9,1,1,1,RO41
2011,28,1,1,9620,2,6,1,1,1,RO41
2011,35,2,1,7694,5,6,1,1,1,RO41
2011,71,1,1,10616,1,4,6,1,2,RO41
2011,64,2,1,10616,1,3,6,1,2,RO41
2011,52,1,1,8070,1,6,1,1,4,RO41
2011,17,2,1,8070,2,3,7,1,4,RO41
2011,47,2,1,8070,1,6,1,1,4,RO41
2011,25,2,0,8070,2,9,7,1,4,RO41
2011,48,1,1,14614,1,6,1,1,3,RO41
2011,43,2,1,14614,1,6,1,1,3,RO41
2011,24,2,1,14614,2,8,1,1,3,RO41
2011,58,2,1,8204,5,3,6,1,1,RO41
2011,55,1,1,9015,1,6,1,1,3,RO41
2011,53,2,1,9015,1,4,6,1,3,RO41
2011,18,2,1,9015,2,3,7,1,3,RO41
2011,60,1,1,10733,1,4,6,1,2,RO41
2011,57,2,1,10733,1,4,6,1,2,RO41
2011,12,2,1,11554,0,0,0,1,2,RO41
2011,36,2,0,11554,5,10,1,1,2,RO41
2011,49,1,0,19479,1,6,1,1,4,RO41
2011,25,1,0,19479,2,7,1,1,4,RO41
2011,21,1,0,19479,2,6,1,1,4,RO41
2011,47,2,0,19479,1,6,1,1,4,RO41
2011,6,1,1,10088,0,0,0,1,4,RO41
2011,29,1,1,10088,1,7,1,1,4,RO41
2011,74,2,1,10088,4,4,6,1,4,RO41
2011,33,2,1,10088,1,7,1,1,4,RO41
2011,43,2,0,11840,5,9,1,1,2,RO41
2011,20,2,1,11840,5,6,7,1,2,RO41
2011,69,2,1,11305,5,7,6,1,1,RO41
2011,77,1,1,10280,1,6,6,1,2,RO41
2011,62,2,1,10280,1,6,6,1,2,RO41
2011,61,2,1,6045,5,3,6,1,1,RO41
2011,69,2,1,4090,4,2,6,1,1,RO41
2011,74,2,0,20160,5,8,6,1,1,RO41
2011,72,1,1,9794,4,3,6,1,2,RO41
2011,17,1,1,11477,2,3,7,1,3,RO41
2011,42,1,1,11477,1,7,1,1,3,RO41
2011,37,2,1,11477,1,6,1,1,3,RO41
2011,8,1,1,9065,0,0,0,1,4,RO41
2011,1,1,1,9065,0,0,0,1,4,RO41
2011,37,1,1,9065,1,6,1,1,4,RO41
2011,34,2,1,9065,1,6,4,1,4,RO41
2011,59,1,1,10474,2,7,1,1,1,RO41
2011,68,1,1,1333,2,1,3,1,2,RO41
2011,69,2,1,1333,2,1,7,1,2,RO41
2011,71,2,1,4090,4,2,6,1,1,RO41
2011,57,1,1,5040,5,4,6,1,1,RO41
2011,26,1,1,1940,2,4,3,1,1,RO41
2011,64,1,1,8648,4,4,6,1,1,RO41
2011,74,1,1,8480,4,4,6,1,1,RO41
2011,67,1,1,9250,4,4,6,1,1,RO41
2011,37,1,1,6628,2,4,5,3,2,RO41
2011,66,2,1,6628,4,3,6,3,2,RO41
2011,53,1,1,6333,1,4,5,3,2,RO41
2011,49,2,1,6333,1,3,7,3,2,RO41
2011,41,1,1,3900,1,3,5,3,2,RO41
2011,42,2,1,3900,1,6,5,3,2,RO41
2011,83,2,1,4680,5,1,6,3,1,RO41
2011,71,2,1,4840,4,2,6,3,1,RO41
2011,64,2,1,4230,4,1,6,3,1,RO41
2011,59,1,0,15600,5,8,6,3,2,RO41
2011,84,2,0,15600,4,1,6,3,2,RO41
2011,42,1,1,7130,2,3,5,3,2,RO41
2011,62,2,1,7130,5,2,6,3,2,RO41
2011,42,1,1,2938,1,3,5,3,4,RO41
2011,20,1,1,2938,2,3,5,3,4,RO41
2011,39,2,1,2938,1,3,5,3,4,RO41
2011,19,2,1,2938,2,2,5,3,4,RO41
2011,56,1,1,4363,1,3,5,3,2,RO41
2011,53,2,1,4363,1,2,5,3,2,RO41
2011,51,1,1,2947,1,3,5,3,2,RO41
2011,51,2,1,2947,1,3,5,3,2,RO41
2011,56,1,1,1833,1,6,5,3,2,RO41
2011,50,2,1,1833,1,4,5,3,2,RO41
2011,34,1,1,1715,2,3,5,3,1,RO41
2011,73,1,1,2931,4,2,6,3,5,RO41
2011,13,1,1,2931,0,0,0,3,5,RO41
2011,11,1,1,2931,0,0,0,3,5,RO41
2011,36,1,1,2931,1,3,5,3,5,RO41
2011,33,2,1,2931,1,3,7,3,5,RO41
2011,76,1,1,12408,1,4,6,3,2,RO41
2011,76,2,1,12408,1,2,6,3,2,RO41
2011,75,1,1,4336,4,2,6,3,1,RO41
2011,59,1,1,1795,1,3,5,3,3,RO41
2011,59,2,1,1795,1,3,5,3,3,RO41
2011,37,2,1,1795,2,4,5,3,3,RO41
2011,66,1,1,8320,1,2,6,3,2,RO41
2011,67,2,1,8320,1,2,6,3,2,RO41
2011,8,1,1,4418,0,0,0,3,4,RO41
2011,54,1,1,4418,1,4,1,3,4,RO41
2011,53,2,1,4418,1,3,5,3,4,RO41
2011,28,2,1,4418,2,3,7,3,4,RO41
2011,87,1,1,4120,4,2,6,3,1,RO41
2011,62,1,1,8856,4,2,6,3,1,RO41
2011,62,2,1,8124,4,2,6,3,1,RO41
2011,91,2,1,8364,4,1,6,3,1,RO41
2011,78,1,1,7840,1,3,6,3,5,RO41
2011,54,1,1,7840,1,4,1,3,5,RO41
2011,28,1,0,7840,2,9,1,3,5,RO41
2011,72,2,1,7840,1,2,6,3,5,RO41
2011,49,2,1,7840,1,5,7,3,5,RO41
2011,49,1,1,4577,1,3,5,3,3,RO41
2011,72,2,1,4577,4,2,6,3,3,RO41
2011,45,2,1,4577,1,2,7,3,3,RO41
2011,84,2,1,4270,4,1,6,3,1,RO41
2011,41,1,1,7520,1,5,5,3,4,RO41
2011,68,2,1,7520,4,2,6,3,4,RO41
2011,11,2,1,7520,0,0,0,3,4,RO41
2011,34,2,1,7520,1,6,1,3,4,RO41
2011,16,1,1,5951,2,3,7,3,4,RO41
2011,42,1,1,5951,1,6,1,3,4,RO41
2011,38,2,1,5951,1,5,5,3,4,RO41
2011,18,2,1,5951,2,3,7,3,4,RO41
2011,61,2,1,7410,4,2,6,3,1,RO41
2011,75,1,1,5613,2,2,6,3,2,RO41
2011,67,2,1,5613,2,2,6,3,2,RO41
2011,67,2,1,6860,4,2,6,3,1,RO41
2011,88,2,1,4270,4,2,6,3,1,RO41
2011,62,2,1,8998,5,3,6,3,2,RO41
2011,56,1,1,10607,1,6,2,3,2,RO41
2011,51,2,1,10607,1,6,1,3,2,RO41
2011,70,1,1,8351,1,3,6,3,2,RO41
2011,62,2,1,8351,1,3,5,3,2,RO41
2011,65,1,1,9413,1,3,6,3,2,RO41
2011,64,2,1,9413,1,3,6,3,2,RO41
2011,54,2,1,7020,5,6,1,3,1,RO41
2011,62,1,1,6949,4,4,6,3,4,RO41
2011,37,1,1,6949,1,6,1,3,4,RO41
2011,12,2,1,6949,0,0,0,3,4,RO41
2011,39,2,1,6949,1,4,7,3,4,RO41
2011,52,1,1,8143,1,4,1,3,2,RO41
2011,49,2,1,8143,1,6,5,3,2,RO41
2011,80,1,1,4803,1,4,6,3,2,RO41
2011,78,2,1,4803,1,2,7,3,2,RO41
2011,12,1,1,6597,0,0,0,3,5,RO41
2011,46,1,1,6597,1,4,1,3,5,RO41
2011,83,2,1,6597,3,1,6,3,5,RO41
2011,15,2,1,6597,2,3,7,3,5,RO41
2011,39,2,1,6597,1,4,5,3,5,RO41
2011,53,1,1,4325,4,2,6,3,2,RO41
2011,76,2,1,4325,4,3,5,3,2,RO41
2011,62,2,1,2940,4,2,5,3,1,RO41
2011,62,1,1,3695,4,3,5,3,1,RO41
2011,89,1,1,7026,4,4,6,3,1,RO41
2011,56,1,1,3327,1,4,4,3,2,RO41
2011,52,2,1,3327,1,4,7,3,2,RO41
2011,31,1,1,11494,2,8,1,3,6,RO41
2011,22,1,1,11494,2,6,5,3,6,RO41
2011,30,1,1,11494,1,8,1,3,6,RO41
2011,6,2,1,11494,0,0,0,3,6,RO41
2011,54,2,1,11494,4,4,7,3,6,RO41
2011,27,2,1,11494,1,6,1,3,6,RO41
2011,59,1,1,9467,1,6,4,3,2,RO41
2011,58,2,1,9467,1,4,6,3,2,RO41
2011,75,2,1,7976,4,3,6,3,1,RO41
2011,65,1,0,22791,1,9,6,3,2,RO41
2011,65,2,0,22791,1,9,6,3,2,RO41
2011,64,1,1,8837,1,2,6,3,2,RO41
2011,61,2,1,8837,1,3,6,3,2,RO41
2011,84,2,1,5224,4,3,6,3,1,RO41
2011,86,2,1,4204,4,1,6,3,1,RO41
2011,60,2,1,1000,2,2,5,3,1,RO41
2011,16,1,1,1661,2,3,7,3,4,RO41
2011,36,1,1,1661,2,2,5,3,4,RO41
2011,17,2,1,1661,2,3,7,3,4,RO41
2011,35,2,1,1661,2,2,7,3,4,RO41
2011,80,2,1,4209,4,2,6,3,1,RO41
2011,53,1,1,1290,5,4,5,3,1,RO41
2011,75,2,1,4174,4,2,6,3,1,RO41
2011,79,2,1,11029,4,6,6,1,2,RO12
2011,53,2,1,11029,5,6,1,1,2,RO12
2011,80,2,1,8780,4,6,6,1,1,RO12
2011,15,1,1,8487,2,3,7,1,4,RO12
2011,38,1,0,8487,1,9,1,1,4,RO12
2011,0,2,1,8487,0,0,0,1,4,RO12
2011,37,2,1,8487,1,7,1,1,4,RO12
2011,56,1,1,8740,5,4,6,1,1,RO12
2011,60,1,0,15040,1,3,6,1,3,RO12
2011,56,2,0,15040,1,3,6,1,3,RO12
2011,26,2,0,15040,2,6,1,1,3,RO12
2011,11,1,1,12318,0,0,0,1,3,RO12
2011,43,1,1,12318,1,4,1,1,3,RO12
2011,47,2,1,12318,1,6,1,1,3,RO12
2011,55,1,1,14971,1,4,1,1,3,RO12
2011,52,2,1,14971,1,4,6,1,3,RO12
2011,27,2,1,14971,2,6,1,1,3,RO12
2011,56,1,0,20676,1,4,1,1,4,RO12
2011,23,1,0,20676,2,6,1,1,4,RO12
2011,48,2,0,20676,1,4,6,1,4,RO12
2011,27,2,0,20676,2,9,1,1,4,RO12
2011,45,1,0,15329,1,8,3,1,3,RO12
2011,6,2,0,15329,0,0,0,1,3,RO12
2011,29,2,0,15329,1,7,1,1,3,RO12
2011,74,1,1,14929,1,3,6,1,3,RO12
2011,28,1,1,14929,2,3,6,1,3,RO12
2011,70,2,1,14929,1,4,6,1,3,RO12
2011,57,1,0,16093,1,6,6,1,3,RO12
2011,29,1,0,16093,2,9,1,1,3,RO12
2011,54,2,0,16093,1,6,1,1,3,RO12
2011,83,2,1,9687,4,2,6,1,1,RO12
2011,70,1,1,14665,1,6,6,1,2,RO12
2011,63,2,1,14665,1,6,6,1,2,RO12
2011,68,2,0,16647,4,9,6,1,1,RO12
2011,56,1,0,16721,1,7,6,1,2,RO12
2011,58,2,0,16721,1,6,6,1,2,RO12
2011,66,1,1,12663,1,3,6,1,2,RO12
2011,63,2,1,12663,1,3,6,1,2,RO12
2011,79,1,1,11252,4,6,6,1,1,RO12
2011,33,1,1,9995,2,4,1,1,1,RO12
2011,73,1,1,11287,1,3,6,1,2,RO12
2011,77,2,1,11287,1,2,6,1,2,RO12
2011,50,1,0,15853,1,6,1,1,3,RO12
2011,48,2,0,15853,1,4,1,1,3,RO12
2011,25,2,0,15853,2,9,1,1,3,RO12
2011,64,1,1,11710,1,4,6,1,3,RO12
2011,22,1,1,11710,2,6,7,1,3,RO12
2011,54,2,1,11710,1,4,6,1,3,RO12
2011,62,1,1,13357,1,3,6,1,2,RO12
2011,61,2,1,13357,1,3,6,1,2,RO12
2011,38,1,1,13245,5,4,1,1,2,RO12
2011,86,2,1,13245,4,2,6,1,2,RO12
2011,38,1,0,18630,2,6,1,1,1,RO12
2011,77,1,1,5913,1,4,6,1,2,RO12
2011,70,2,1,5913,1,4,6,1,2,RO12
2011,76,2,1,5350,4,4,6,1,2,RO12
2011,79,1,0,19765,1,9,6,1,3,RO12
2011,67,2,0,19765,1,6,6,1,3,RO12
2011,89,2,0,19765,4,3,6,1,3,RO12
2011,55,2,1,5070,4,3,6,1,1,RO12
2011,57,1,1,12076,1,4,6,1,2,RO12
2011,56,2,1,12076,1,3,6,1,2,RO12
2011,24,2,0,19020,2,6,2,1,1,RO12
2011,46,1,1,3488,1,4,1,1,4,RO12
2011,22,1,1,3488,2,6,4,1,4,RO12
2011,21,1,1,3488,2,6,7,1,4,RO12
2011,42,2,1,3488,1,4,7,1,4,RO12
2011,38,1,1,14567,1,6,1,1,3,RO12
2011,10,2,1,14567,0,0,0,1,3,RO12
2011,38,2,1,14567,1,7,1,1,3,RO12
2011,53,1,0,20152,1,9,1,1,4,RO12
2011,50,2,0,20152,1,9,1,1,4,RO12
2011,27,2,0,20152,2,6,7,1,4,RO12
2011,20,2,0,20152,2,6,7,1,4,RO12
2011,83,2,1,4505,4,3,6,1,1,RO12
2011,64,1,0,18315,4,3,6,1,3,RO12
2011,31,1,0,18315,2,3,1,1,3,RO12
2011,27,2,0,18315,2,4,1,1,3,RO12
2011,54,1,0,15500,1,4,1,1,2,RO12
2011,58,2,0,15500,1,7,6,1,2,RO12
2011,53,1,0,17970,5,6,2,1,1,RO12
2011,54,1,0,18235,1,6,1,1,2,RO12
2011,52,2,0,18235,1,6,1,1,2,RO12
2011,40,2,1,8730,4,4,1,1,3,RO12
2011,34,2,1,5261,2,4,2,1,2,RO12
2011,62,1,1,8745,1,4,6,1,2,RO12
2011,59,2,1,8745,1,4,1,1,2,RO12
2011,52,1,1,7196,1,4,6,1,2,RO12
2011,54,2,1,7196,1,6,1,1,2,RO12
2011,58,1,1,11235,1,4,6,1,3,RO12
2011,55,2,1,11235,1,4,6,1,3,RO12
2011,30,2,0,11235,2,9,1,1,3,RO12
2011,60,1,1,12849,1,6,6,1,2,RO12
2011,55,2,1,12849,1,4,1,1,2,RO12
2011,40,1,1,7061,1,5,1,1,3,RO12
2011,16,2,1,7061,2,3,7,1,3,RO12
2011,38,2,1,7061,1,6,1,1,3,RO12
2011,75,1,1,7435,1,3,6,1,6,RO12
2011,42,1,1,7435,1,6,1,1,6,RO12
2011,63,2,1,7435,1,2,7,1,6,RO12
2011,11,2,1,7435,0,0,0,1,6,RO12
2011,7,2,1,7435,0,0,0,1,6,RO12
2011,38,2,1,7435,1,4,1,1,6,RO12
2011,70,2,1,11193,4,3,6,1,2,RO12
2011,39,2,1,11193,2,6,1,1,2,RO12
2011,63,1,1,11513,1,3,6,1,2,RO12
2011,58,2,1,11513,1,3,6,1,2,RO12
2011,62,1,1,5933,1,4,6,1,2,RO12
2011,62,2,1,5933,1,4,7,1,2,RO12
2011,33,1,1,10127,1,4,3,1,3,RO12
2011,9,2,1,10127,0,0,0,1,3,RO12
2011,35,2,1,10127,1,5,3,1,3,RO12
2011,34,1,0,15220,1,7,1,1,4,RO12
2011,8,2,0,15220,0,0,0,1,4,RO12
2011,2,2,0,15220,0,0,0,1,4,RO12
2011,31,2,0,15220,1,8,1,1,4,RO12
2011,72,2,1,12754,4,3,6,1,2,RO12
2011,48,2,1,12754,2,6,1,1,2,RO12
2011,69,2,1,6145,4,3,6,1,1,RO12
2011,54,1,0,17490,1,7,6,1,2,RO12
2011,50,2,0,17490,1,6,1,1,2,RO12
2011,64,2,1,9280,4,6,6,1,1,RO12
2011,68,1,1,13447,1,7,6,1,2,RO12
2011,66,2,1,13447,1,3,7,1,2,RO12
2011,56,1,1,13351,1,7,1,3,5,RO12
2011,21,1,1,13351,2,6,7,3,5,RO12
2011,19,1,1,13351,2,6,7,3,5,RO12
2011,12,2,1,13351,0,0,0,3,5,RO12
2011,50,2,1,13351,1,6,1,3,5,RO12
2011,63,1,1,8080,4,3,6,3,1,RO12
2011,69,2,1,5420,4,3,6,3,1,RO12
2011,48,1,1,9545,1,4,1,3,3,RO12
2011,22,1,1,9545,2,6,7,3,3,RO12
2011,42,2,1,9545,1,4,1,3,3,RO12
2011,87,2,1,5903,4,3,6,3,1,RO12
2011,55,1,1,11720,1,6,1,3,2,RO12
2011,56,2,1,11720,1,6,6,3,2,RO12
2011,92,2,1,7988,4,3,6,3,1,RO12
2011,68,1,1,13133,1,4,6,3,2,RO12
2011,62,2,1,13133,1,3,6,3,2,RO12
2011,14,1,1,9659,0,0,0,3,4,RO12
2011,5,1,1,9659,0,0,0,3,4,RO12
2011,38,1,1,9659,1,4,1,3,4,RO12
2011,35,2,1,9659,1,4,1,3,4,RO12
2011,66,2,1,6595,4,3,6,3,1,RO12
2011,89,2,1,7015,4,2,6,3,1,RO12
2011,58,1,1,4770,1,4,1,3,2,RO12
2011,54,2,1,4770,1,3,7,3,2,RO12
2011,66,1,1,7548,1,4,6,3,3,RO12
2011,63,2,1,7548,1,4,6,3,3,RO12
2011,6,2,1,7548,0,0,0,3,3,RO12
2011,64,1,1,2494,1,2,5,3,5,RO12
2011,26,1,1,2494,1,3,5,3,5,RO12
2011,60,2,1,2494,1,2,7,3,5,RO12
2011,8,2,1,2494,0,0,0,3,5,RO12
2011,24,2,1,2494,1,3,7,3,5,RO12
2011,78,1,1,7520,1,2,6,3,2,RO12
2011,72,2,1,7520,1,2,6,3,2,RO12
2011,63,1,1,10393,1,3,6,3,2,RO12
2011,58,2,1,10393,1,3,6,3,2,RO12
2011,79,2,1,4410,4,2,6,3,1,RO12
2011,75,1,1,13055,4,7,6,3,1,RO12
2011,14,1,0,16365,0,0,0,3,4,RO12
2011,8,1,0,16365,0,0,0,3,4,RO12
2011,47,1,0,16365,1,6,1,3,4,RO12
2011,41,2,0,16365,1,8,1,3,4,RO12
2011,27,1,1,5424,1,4,3,3,3,RO12
2011,4,2,1,5424,0,0,0,3,3,RO12
2011,24,2,1,5424,1,4,7,3,3,RO12
2011,50,1,1,4353,2,3,5,3,2,RO12
2011,86,2,1,4353,4,1,6,3,2,RO12
2011,89,2,1,4535,4,1,6,3,1,RO12
2011,42,1,1,5015,1,4,1,3,3,RO12
2011,19,1,1,5015,2,3,7,3,3,RO12
2011,40,2,1,5015,1,3,7,3,3,RO12
2011,53,1,1,4647,1,3,5,3,2,RO12
2011,51,2,1,4647,1,2,7,3,2,RO12
2011,66,1,1,5717,1,4,6,3,2,RO12
2011,55,2,1,5717,1,2,7,3,2,RO12
2011,71,2,1,4535,4,2,6,3,1,RO12
2011,66,1,1,6720,4,3,6,3,1,RO12
2011,52,1,1,14525,1,4,1,3,5,RO12
2011,26,1,1,14525,2,4,1,3,5,RO12
2011,88,2,1,14525,4,2,6,3,5,RO12
2011,49,2,1,14525,1,6,1,3,5,RO12
2011,23,2,1,14525,2,6,7,3,5,RO12
2011,72,2,1,6005,4,2,6,3,1,RO12
2011,53,1,1,10280,1,4,6,3,2,RO12
2011,53,2,1,10280,1,6,1,3,2,RO12
2011,84,1,1,8633,1,2,6,3,2,RO12
2011,81,2,1,8633,1,2,6,3,2,RO12
2011,80,1,1,8644,1,2,6,3,2,RO12
2011,79,2,1,8644,1,2,6,3,2,RO12
2011,40,1,1,13350,2,3,7,3,3,RO12
2011,60,2,1,13350,4,3,6,3,3,RO12
2011,26,2,0,13350,2,9,1,3,3,RO12
2011,56,1,1,7803,4,4,1,3,2,RO12
2011,22,2,1,7803,2,4,3,3,2,RO12
2011,37,1,1,10146,1,4,1,3,3,RO12
2011,12,2,1,10146,0,0,0,3,3,RO12
2011,35,2,1,10146,1,4,1,3,3,RO12
2011,56,1,1,8379,1,3,6,3,4,RO12
2011,31,1,1,8379,2,4,1,3,4,RO12
2011,66,2,1,8379,1,3,7,3,4,RO12
2011,28,2,1,8379,2,6,1,3,4,RO12
2011,40,1,0,16333,1,4,1,3,2,RO12
2011,35,2,0,16333,1,3,7,3,2,RO12
2011,55,1,1,3860,5,2,3,3,1,RO12
2011,72,1,1,8060,1,2,6,3,2,RO12
2011,70,2,1,8060,1,2,6,3,2,RO12
2011,86,2,1,6000,4,2,6,3,1,RO12
2011,64,1,1,8712,4,3,6,3,1,RO12
2011,42,1,1,8756,1,4,3,3,6,RO12
2011,24,1,1,8756,1,4,5,3,6,RO12
2011,3,2,1,8756,0,0,0,3,6,RO12
2011,38,2,1,8756,1,4,7,3,6,RO12
2011,20,2,1,8756,2,6,7,3,6,RO12
2011,21,2,1,8756,1,6,7,3,6,RO12
2011,63,1,1,9516,4,2,6,3,1,RO12
2011,42,1,1,5247,1,4,1,3,4,RO12
2011,18,1,1,5247,2,3,7,3,4,RO12
2011,16,2,1,5247,2,3,7,3,4,RO12
2011,36,2,1,5247,1,4,5,3,4,RO12
2011,36,1,0,18332,1,4,1,3,3,RO12
2011,15,2,0,18332,2,3,7,3,3,RO12
2011,36,2,0,18332,1,8,1,3,3,RO12
2011,78,1,1,11497,1,4,6,3,2,RO12
2011,70,2,1,11497,1,3,6,3,2,RO12
2011,61,1,1,3670,4,2,5,3,1,RO12
2011,53,1,1,10490,1,4,6,3,3,RO12
2011,23,1,1,10490,2,7,1,3,3,RO12
2011,48,2,1,10490,1,5,6,3,3,RO12
2011,49,1,1,7045,3,3,1,3,3,RO12
2011,76,2,1,7045,4,2,6,3,3,RO12
2011,21,2,1,7045,2,4,7,3,3,RO12
2011,54,1,1,8323,1,4,1,3,2,RO12
2011,52,2,1,8323,1,5,6,3,2,RO12
2011,66,1,1,12990,1,7,6,3,2,RO12
2011,65,2,1,12990,1,8,6,3,2,RO12
2011,56,1,1,13297,1,6,1,3,2,RO12
2011,54,2,1,13297,1,4,6,3,2,RO12
2011,56,2,1,2050,4,2,5,3,1,RO12
2011,51,1,1,7775,1,4,1,3,3,RO12
2011,42,2,1,7775,1,4,1,3,3,RO12
2011,18,2,1,7775,2,3,7,3,3,RO12
2011,54,1,1,5857,2,3,6,3,2,RO12
2011,83,2,1,5857,4,2,6,3,2,RO12
2011,50,1,1,8902,1,7,1,3,3,RO12
2011,47,2,1,8902,1,6,6,3,3,RO12
2011,23,2,1,8902,2,6,1,3,3,RO12
2011,66,1,1,10638,1,6,6,1,2,RO21
2011,60,2,1,10638,1,6,6,1,2,RO21
2011,70,2,0,12592,4,9,6,1,1,RO21
2011,82,2,0,17916,4,9,6,1,1,RO21
2011,72,2,1,11846,4,6,6,1,1,RO21
2011,65,1,1,14357,1,4,6,1,2,RO21
2011,57,2,1,14357,1,4,6,1,2,RO21
2011,26,1,1,9031,2,6,7,1,2,RO21
2011,57,2,1,9031,5,6,1,1,2,RO21
2011,57,1,1,10868,1,4,6,1,4,RO21
2011,31,1,1,10868,2,6,1,1,4,RO21
2011,19,1,1,10868,2,6,7,1,4,RO21
2011,55,2,1,10868,1,4,6,1,4,RO21
2011,27,1,0,16800,1,6,4,1,2,RO21
2011,26,2,0,16800,1,9,3,1,2,RO21
2011,54,1,0,16673,1,6,2,1,2,RO21
2011,52,2,0,16673,1,6,2,1,2,RO21
2011,60,2,1,7460,4,4,6,1,1,RO21
2011,15,1,1,8960,2,3,7,1,4,RO21
2011,40,1,1,8960,1,6,1,1,4,RO21
2011,5,2,1,8960,0,0,0,1,4,RO21
2011,42,2,0,8960,1,10,1,1,4,RO21
2011,54,2,0,11880,5,9,1,1,1,RO21
2011,15,1,1,13658,2,3,7,1,3,RO21
2011,53,1,0,13658,1,9,6,1,3,RO21
2011,47,2,0,13658,1,9,1,1,3,RO21
2011,65,1,0,20700,1,4,6,1,2,RO21
2011,60,2,0,20700,1,4,6,1,2,RO21
2011,46,1,1,12471,1,4,1,1,4,RO21
